BOTTLE,20200127CCHSIOCBG
# Merged parameters: DELC13, DELC13_FLAG_W
# 20190508CCHSIOCBG
# Merged parameters: DOC, DOC_FLAG_W, TDN, TDN_FLAG_W
# 20170516CCHSIOCBG
# Merged parameters: CTDPRS, CTDTMP, CTDSAL, SALNTY, CTDOXY, OXYGEN, SILCAT, NITRAT, NITRIT, PHSPHT, CFC-11, CFC-11_FLAG_W, CFC-12, CFC-12_FLAG_W, CFC113, CFC113_FLAG_W, SF6, SF6_FLAG_W, TCARBN, TCARBN_FLAG_W, ALKALI, ALKALI_FLAG_W, PH_SWS, PH_SWS_FLAG_W, PH_TMP, SALTREF, CH4, CH4_FLAG_W, SBE35, SBE35_FLAG_W
# 20160405CCHSIOCBG
# removed non-US-GOSHIP parameters
# BOTTLE,20160119ODF
# BOTTLE,20160606PRINUNIVRMK
# BOTTLE,20180110PRINUNIVRMK
# BOTTLE,20180816PRINUNIVRMK
# 3/10/2016 Initialized README file  
# Data source: CTD - cchdo.ucsd.edu/cruise/32H120150809 
#       Bottle data CCHDO 4/6/16 
# SHIP: Healy 
# Cruise: HLY1502, GN01, ARC01 
# Region: Arctic 
# EXPOCODE: 33HQ20150809 
# DATES: 20150809 - 20151012 
# Chief Scientist: D. Kadko 
# 62 stations 
# Hydro: Who - ODF; Status - final 
#       Notes:   
# S-M_DEPTH IS SAUNDERS-MANTYLA DEPTH (INTEGRATED, USES DYNAMIC HEIGHT) 
# F-M_DEPTH IS FOFONOFF-MILLARD DEPTH (NON-INTEGRATED, ALSO USED BY SBE) 
# CTDDEPTH REPORTED HERE IS NON-INTEGRATED FOFONOFF-MILLARD DEPTH 
# Nutrients: Who - ODF; Status - final 
#       Notes: 
# O2: Who - ODF; Status - final 
#       Notes: 
# CFC: Who - W.Smethie; D.Ho; Status - final 
#       Notes: from CCHDO 3/2/17 
#       Includes SF6 
# TCO2: Who - F.Millero; Status - final 
#       Notes: final data 5/5/16 
#       Final revised flags 6/6/16 
# Alk: Who - F.Millero; Status - final 
#       Notes: final data 5/5/16 
#       Final revised flags 6/6/16 
# pH  Who - F.Millero; Status - final 
#       Notes:SWS @ 25C 
#       final data 5/5/16 
#       Final revised flags 6/6/16 
# C14: Who - R.Key,A.McNichol; Status - collected 
#       Notes:  
# C13: Who - P.Quay; Status - final 
#       Notes: data rcd. 8/7/19  
#       QC/Merged 8/14/19 RMK 
# H3/He3: Who - P.Schlosser; Status - collected 
#       Notes:  
# O18: Who - P.Schlosser; Status - collected 
#       Notes:  
# DOC/TDN: Who - D.Hansell; Status - final 
#       Notes: data rcd 12/13/17 
#       Merged 1/10/18 
# Other: Who - ; Status - 
#       Notes:  
# References that have used data from this cruise: 
#
#
# Principal Investigators 
# Program                   Affiliation         Principal Investigator   Email                    
# ========================  ==================  =======================  ===========================
# *CTDO* Data, Salinity,    *SIO*               Jim Swift, Susan Becker  jswift@ucsd.edu,         
# Nutrients, Dissolved O2                                                sbecker@ucsd.edu         
# Total CO2 (DIC), Total    *UM*, *RSMAS*       Frank Millero, Ryan      fmillero@rsmas.miami.edu,
# Alkalinity, pH, Density                       Woosley                  rwoosley@fsmas.miami.edu 
# 3He, 3H, Î´18O             *LDEO*              Peter Schlosser          schlosser@ldeo.columbia.edu  
# *CFCs*, SF6               *LDEO*              William Smethie,         bsmeth@ldeo.columbia.edu,
#                                               David Ho                 ho@hawaii.edu            
# 13C/14C                   *UW*                Paul Quay                pdquay@u.washington.edu  
# DOC                       *RSMAS*             Dennis Hansell           dhansell@rsmas.miami.edu 
# Transmissometry           *TAMU*              Wilf Gardner             wgardner@ocean.tamu.edu  
# Chipod                    *OSU*               Jonathan Nash            nash@coas.oregonstate.edu
# *UVP*                     *UAF*               Andrew McDonnell         amcdonnell@alaska.edu    
# STARC Support             *SIO*               Brett Hembrough          bhembrough@ucsd.edu  
#
# Data Citation
#|  Following American Geophysical Union recommendations, the data should be
#|  cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#|  CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data 
#|  file date." For further information, please contact one of the parties
#|  listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#|  the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#|  from their use.
#|
#|  The data included in these files are preliminary, and are
#|  subject to final calibration and processing. They have been
#|  made available for public access as soon as possible following
#|  their collection.  Users should maintain caution in their
#|  interpretation and use.
#
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CH4,CH4_FLAG_W,BTL_DATE,BTL_TIME,BTL_LAT,BTL_LON,GEOTR_EVENT,GEOTR_SAMPNO,CTDDEPTH,SALTREF,SALTREF_FLAG_W,REFTMP,REFTMP_FLAG_W,DELO17,DELO17_FLAG_W,METHANE,METHANE_FLAG_W,LAB_DEN,LAB_DEN_FLAG_W,SBE35,SBE35_FLAG_W
33HQ20150809,      ARC01,       1,          2,          3,      NIS-3,3,20150812,       1813,     60.252,  -179.0655,        750,   458.6,   3.8005,  33.8679,2,  33.8358,4,     64.9,2,    66.3,2,   96.40,2,   41.09,2,    0.02,2,    2.99,2,   2.109,2,   1.149,2,   0.153,2,   0.868,2,  2309.8,3,  2298.3,4,-999.0000,5,  -999.00,-999.000,1,-999.0000,1, -999.00,1,   -0.69,2,  -999.0,1, -999.00,1,    47.3,2,   42.77,2,       2.95,2, 20150812,     1823,  60.2538,-179.0587,       6010,      10503,      453.8,    33.9953,4,     3.8002,2,     -999.0,9,     2.9477,2,     -999.0,9,   3.8002,2
33HQ20150809,      ARC01,       1,          2,          2,      NIS-2,3,20150812,       1813,     60.252,  -179.0655,        750,   606.9,   3.6298,  34.0494,2,  34.0494,2,     29.5,2,    29.5,2,  113.77,2,   43.45,2,    0.02,2,    3.14,2,   1.303,2,   0.674,2,   0.084,2,   0.497,2,  2345.4,3,  2322.5,4,-999.0000,5,  -999.00,-999.000,1,-999.0000,1, -999.00,1,   -0.80,2,  -999.0,1, -999.00,1,    47.2,2,   45.97,2,       2.29,2, 20150812,     1817,  60.2526,-179.0631,       6010,      10504,      600.2,    34.2099,2,     3.6273,2,     -999.0,9,     2.2884,2,     -999.0,9,   3.6273,2
33HQ20150809,      ARC01,       1,          2,          1,      NIS-1,2,20150812,       1813,     60.252,  -179.0655,        750,   742.2,   3.4541,  34.1427,2,  34.1438,2,     19.7,2,    19.7,2,  124.69,2,   43.90,2,    0.02,2,    3.16,2,   0.925,2,   0.468,2,   0.058,2,   0.291,2,  2358.4,4,  2338.3,4,-999.0000,5,  -999.00,-999.000,1,-999.0000,1, -999.00,1,   -0.78,2,  -999.0,1, -999.00,1,    45.3,2,   44.71,2,       2.98,2, 20150812,     1814,   60.252,-179.0654,       6010,      10505,      733.9,    34.3048,2,     3.4536,2,     -999.0,9,     2.9822,2,     -999.0,9,   3.4536,2
33HQ20150809,      ARC01,       1,          2,         13,      CORER,9,20150812,       1813,     60.252,  -179.0655,        750,   749.8,-999.0000,-999.0000,9,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150812,     1813,   60.252,-179.0655,       6010,      -9999,      741.4,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9
33HQ20150809,      ARC01,       1,          5,         14,       UWAY,2,20150813,       0402,    60.1782,  -179.1145,        693,     0.5,-999.0000,-999.0000,9,  32.8207,2,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150813,      402,  60.1782,-179.1145,       6013,      10527,        0.5,    32.9755,2,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,-999.0000,9
33HQ20150809,      ARC01,       1,          5,         12,     NIS-12,2,20150813,       0402,    60.1782,  -179.1145,        693,     4.8,  10.0982,  32.8180,2,  32.8197,2,    291.2,2,   290.3,2,    4.89,2,    9.84,2,    0.16,2,    1.09,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150813,      430,  60.1858,-179.1064,       6013,      10526,        4.7,    32.9744,2,    10.0907,2,     -999.0,9,     -999.0,9,     -999.0,9,  10.0907,2
33HQ20150809,      ARC01,       1,          5,         11,     NIS-11,2,20150813,       0402,    60.1782,  -179.1145,        693,    21.6,  10.0158,  32.8351,2,  32.8381,2,    290.9,2,   290.7,2,    4.79,2,    9.74,2,    0.16,2,    1.09,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150813,      428,  60.1852,-179.1075,       6013,      10525,       21.4,    32.9929,2,    10.0145,2,     -999.0,9,     -999.0,9,     -999.0,9,  10.0145,2
33HQ20150809,      ARC01,       1,          5,         10,     NIS-10,3,20150813,       0402,    60.1782,  -179.1145,        693,    36.7,   6.5176,  32.9151,2,  32.9196,2,    313.1,2,   314.9,2,    6.94,2,   11.53,2,    0.19,2,    1.27,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150813,      426,  60.1848,-179.1082,       6013,      10524,       36.3,    33.0749,2,     6.6459,4,     -999.0,9,     -999.0,9,     -999.0,9,   6.6459,4
33HQ20150809,      ARC01,       1,          5,          9,      NIS-9,3,20150813,       0402,    60.1782,  -179.1145,        693,    46.4,   4.4524,  32.9658,2,  32.9683,2,    314.6,2,   316.1,2,   18.67,2,   15.34,2,    0.29,2,    1.69,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150813,      425,  60.1844,-179.1088,       6013,      10523,       45.9,    33.1237,2,     4.3262,4,     -999.0,9,     -999.0,9,     -999.0,9,   4.3262,4
33HQ20150809,      ARC01,       1,          5,          8,      NIS-8,2,20150813,       0402,    60.1782,  -179.1145,        693,    58.1,   3.1368,  33.0020,2,  33.0037,2,    319.3,2,   317.8,2,   32.74,2,   18.64,2,    0.36,2,    1.94,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150813,      424,   60.184,-179.1093,       6013,      10522,       57.5,    33.1593,2,     3.1329,2,     -999.0,9,     -999.0,9,     -999.0,9,   3.1329,2
33HQ20150809,      ARC01,       1,          5,          7,      NIS-7,2,20150813,       0402,    60.1782,  -179.1145,        693,    91.3,   2.8093,  33.0501,2,  33.0517,2,    321.5,2,   307.8,3,   43.68,2,   24.93,2,    0.14,2,    2.07,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150813,      422,  60.1835,  -179.11,       6013,      10521,       90.4,    33.2075,2,      2.808,2,     -999.0,9,     -999.0,9,     -999.0,9,   2.8080,2
33HQ20150809,      ARC01,       1,          5,          6,      NIS-6,2,20150813,       0402,    60.1782,  -179.1145,        693,   133.2,   2.7797,  33.1074,2,  33.1115,2,    291.9,2,   294.3,2,   48.57,2,   26.83,2,    0.02,2,    2.13,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150813,      420,  60.1829,-179.1106,       6013,      10520,      131.9,    33.2676,2,     2.7941,2,     -999.0,9,     -999.0,9,     -999.0,9,   2.7941,2
33HQ20150809,      ARC01,       1,          5,          5,      NIS-5,2,20150813,       0402,    60.1782,  -179.1145,        693,   286.8,   3.8624,  33.6230,2,  33.6238,2,    114.5,2,   112.6,2,   83.62,2,   38.00,2,    0.03,2,    2.80,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150813,      415,  60.1817,-179.1127,       6013,      10519,      283.9,    33.7823,2,     3.8609,2,     -999.0,9,     -999.0,9,     -999.0,9,   3.8609,2
33HQ20150809,      ARC01,       1,          5,          4,      NIS-4,3,20150813,       0402,    60.1782,  -179.1145,        693,   411.9,   3.8030,  33.8652,2,  33.8650,2,     57.4,2,    57.8,2,   98.94,2,   41.66,2,    0.01,2,    3.03,2,-999.000,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9, -999.00,9,  -999.0,9, -999.00,9,     -999.0,9, 20150813,      412,  60.1808,-179.1144,       6013,      10518,      407.7,    34.0246,2,     3.8029,2,     -999.0,9,     -999.0,9,     -999.0,9,   3.8029,2
