BOTTLE,20201109CCHSIOCBG
# Merged parameters: DOC, BRDU, CTDRAW
# 20150511CCHSIOCBG
# Merged parameters: EXPOCODE, TRITUM, TRITUM_FLAG_W, TRITER
# 20141021CCHSIOCBG
# Merged parameters: THETA, HELIUM, HELIUM_FLAG_W, DELHE3, DELHE3_FLAG_W, NEON, NEON_FLAG_W, NEONER, HELIER, DELHER
# BOTTLE,20140926PRINUNIVRMK
# UPdate from CCHDO 1/19/09
# 9/26/14 Initialized README file
# Data source: CCHDO 11/07/06
# SHIP: R/V Revelle
# Cruise: P16S_2005
# Region: Southcentral Pacific
# EXPOCODE: 33RR20050106
# DATES: Jan 6 - Feb 19, 2005
# Chief Scientist:B. Sloyan, J. Swift
# 111 stations with 36 place Rosette
# Hydro: Who - J.Swift ; Status - final
#       Notes:
# Nuts: Who - J.Swift; Status -final
#       Notes:
# O2: Who - J.Swift; Status - final
#       Notes:
# TCO2: Who - R.Feely&C.Sabine; Status -final
#       Notes:
# TA: Who - A.Dickson; Status - final
#       Notes:
# CFC: Who - R.Fine; Status - final
#       Notes:
# C14: Who - R.Key&A.Mcnichol; Status - final
#       Notes:
# H3/He3: Who - P.Schlosser; Status -final
#       Notes:
# DOC/DON: Who - D.Hansell&C.Carlson; Status -
#       Notes:
# References:
# 20130943SIOCCHRJL
# Added instructions for citation use
# BOTTLE,20090504CCHDOSIODBK
# code : Justin Fields hyd_to_exchange.rb 
# original files copied from HTML directory: 2009-01-13
# original HYD file: /Users/danie/CLIVAR/p16s/mrg_vrsns/p16s_2005ahy.txt  2009-01-13
# original SUM file: /Users/danie/CLIVAR/p16s/mrg_vrsns/p16s_2005asu.txt  2009-01-09
#
#|CCHDO Citation Information
#|
#|Please cite data downloaded from CCHDO as: [Data providers of the parameter(s) used]. [Year of file access]. [CTD/Bottle] data from cruise [expocode], [format version used]. Accessed from CCHDO [url of cruise data page]. Access date [date of download]. [Applicable CCHDO cruise DOI if provided].
#|
#|For example: Swift, J. and Becker, S. 2019. CTD data from Cruise 33RR20160321, exchange version. Accessed from CCHDO https://cchdo.ucsd.edu/cruise/33RR20160321. Access date 2019-08-21. CCHDO cruise DOI: 10.7942/C2008W
#|
#|Information on the scientists who provided the different parameters can be found in the cruise report. Additionally, for US GO-SHIP cruises, this information is usually in the comments section in the text headers of the Exchange bottle files.
#|
#|Users are also encouraged to acknowledge the funding program that supported the data collection in their publication. For US GO-SHIP data this is the NSF/NOAA funded U.S Repeat Hydrography Program.
#|
#|For data citation, please use the data providers listed below. 
#|
#|Programs and Principal Investigators
#|
#| PARAMETER                PRINCIPAL INVESTIGATOR-       EMAIL ADDRESS
#|                          INSTITUTION               
#|-----------------------  ----------------------------    --------------------------
#| CTDO/S/O2/Nutrients      Jim Swift-UCSD/SIO            jswift@ucsd.edu                       
#| Transmissometer          Wilf Gardner-TAMU             wgardner@ocean.tamu.edu
#| CO2-Alkalinity           Andrew Dickson-UCSD/SIO       adickson@ucsd.edu                
#| CO2-DIC + Underway pCO2  Dick Feely-NOAA               Richard.A.Feely@pmel.noaa.gov
#|                          Chris Sabine-NOAA             chris.sabine@noaa.gov
#| DOC/DON                  Dennis Hansell-RSMAS-UMiami   dhansell@rsmas.miami.edu
#|                          Craig Carlson-UCSB            carlson@lifesci.ucsb.edu
#| CDOM                     Dave Siegel-UCSB              davey@icess.ucsb.edu
#|                          Norm Nelson-UCSB              norm@icess.ucsb.edu
#|                          Craig Carlson-UCSB            carlson@lifesci.ucsb.edu
#| C-13/C-14                Ann McNichol-WHOI             amcnichol@whoi.edu
#|                          Robert Key-Princeton          key@princeton.edu
#| CFCs                     Rana Fine-RSMAS-UMiami        rfine@rsmas.miami.edu   
#| He-3/Tritium             Peter Schlosser-LDEO          schlosser@ldeo.columbia.edu
#| ADCP/LADCP               Eric Firing-UHawaii           firing@hawaii.edu               
#| Trace Elements           Chris Measures-UHawaii        chrism@soest.hawaii.edu
#|                          Bill Landing- FSU             landing@ocean.fsu.edu
#| ARGO Floats              Greg Johnson-NOAA             gregory.c.johsnon@noaa.gov
#|                          Elizabeth Steffen-NOAA        elizabeth.steffen@noaa.gov
#| 15N                      Daniel Sigman-Princeton       sigman@princeton.edu
#|                          Peter DiFiore-Princeton       pdifiore@princeton.edu
#|
#|
#| Following American Geophysical Union recommendations, the data should be
#| cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#| CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
#| file date." For further information, please contact one of the parties
#| listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#| the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#| from their use.
#|
#|
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,DOC,DOC_FLAG_W,CTDRAW,TRITER,THETA,FUCO,FUCO_FLAG_W,RHAM,RHAM_FLAG_W,ARABA,ARABA_FLAG_W,GALA,GALA_FLAG_W,GLUC,GLUC_FLAG_W,MAN,MAN_FLAG_W,DCNS,DCNS_FLAG_W,BRDU,BRDU_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,HELIER,DELHER
33RR20050106,       P16S,       1,          3,         27,         27,2,20050110,       1233,   -16.0000,  -149.9925,       4252,   405.6,  10.8106,  34.6590,2,  34.6588,2,   -999.0,5,   150.0,2,    9.49,2,   19.64,2,    0.00,2,    1.56,2,   1.547,2,   0.830,2,   0.020,2,  2158.5,2,  2287.1,2,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  43.8705,2,   405.6,-999.000,  10.7609,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,   0.1070,2,   0.0810,2,   0.0440,2,   0.0330,2,   0.0134,2,   0.0148,2,-999.0000, -999.00
33RR20050106,       P16S,       1,          3,         26,         26,2,20050110,       1233,   -16.0000,  -149.9925,       4252,   455.9,   8.3460,  34.5030,2,  34.5050,2,   -999.0,5,   129.0,2,   18.79,2,   27.65,2,    0.00,2,    2.06,2,   0.779,2,   0.476,2,   0.018,2,  2197.5,3,  2286.8,2,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,   455.9,-999.000,   8.2982,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,       1,          3,         25,         25,2,20050110,       1233,   -16.0000,  -149.9925,       4252,   505.7,   7.2647,  34.4357,2,  34.4347,2,   -999.0,5,   156.0,4,   19.00,2,   28.32,2,    0.00,2,    2.04,2,   0.750,2,   0.421,2,   0.019,2,  2189.9,2,  2286.2,2,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  41.3176,2,   505.7,-999.000,   7.2157,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,   0.0910,2,   0.0680,2,   0.0400,2,   0.0310,2,   0.0127,2,   0.0140,2,-999.0000, -999.00
33RR20050106,       P16S,       1,          3,         24,         24,2,20050110,       1233,   -16.0000,  -149.9925,       4252,   606.1,   6.0964,  34.4431,2,  34.5110,4,   -999.0,5,  -999.0,9,   30.43,4,   30.23,4,    0.00,4,    2.16,4,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  2300.3,2,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,   606.1,-999.000,   6.0426,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,       1,          3,         23,         23,2,20050110,       1233,   -16.0000,  -149.9925,       4252,   706.4,   5.2232,  34.4522,2,  34.4490,2,   -999.0,5,   146.5,2,   43.59,2,   33.33,2,    0.00,2,    2.36,2,   0.120,2,   0.074,2,   0.000,2,  2225.7,2,  2308.7,2,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  40.5615,2,   706.4,-999.000,   5.1647,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,       1,          3,         22,         22,2,20050110,       1233,   -16.0000,  -149.9925,       4252,   807.1,   4.6700,  34.4814,2,  34.4798,2,   -999.0,5,   141.0,2,   56.79,2,   34.60,2,    0.00,2,    2.44,2,   0.050,2,   0.042,2,   0.000,2,  2243.1,2,  2320.2,2,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  39.9598,2,   807.1,-999.000,   4.6060,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,   0.0960,2,   0.0700,2,   0.0390,2,   0.0300,2,   0.0144,2,   0.0156,2,-999.0000, -999.00
33RR20050106,       P16S,       1,          3,         21,         21,2,20050110,       1233,   -16.0000,  -149.9925,       4252,   907.3,   4.1814,  34.5028,2,  34.5027,2,   -999.0,5,   139.7,2,   66.82,2,   35.32,2,    0.00,2,    2.49,2,   0.021,2,   0.013,2,   0.000,2,  2254.9,2,  2333.2,2,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  37.8569,2,   907.3,-999.000,   4.1121,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,   0.1040,2,   0.0760,2,   0.0440,2,   0.0340,2,   0.0125,2,   0.0141,2,-999.0000, -999.00
33RR20050106,       P16S,       1,          3,         20,         20,2,20050110,       1233,   -16.0000,  -149.9925,       4252,  1007.9,   3.7998,  34.5224,2,  34.5208,2,   -999.0,5,   138.6,2,   74.94,2,   35.82,2,    0.00,2,    2.52,2,   0.009,2,   0.006,2,   0.000,2,  2267.1,6,  2341.7,2,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  38.8595,2,  1007.9,-999.000,   3.7250,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,   0.1010,2,   0.0750,2,   0.0440,2,   0.0340,2,   0.0121,2,   0.0135,2,-999.0000, -999.00
33RR20050106,       P16S,       1,          3,         19,         19,2,20050110,       1233,   -16.0000,  -149.9925,       4252,  1108.5,   3.4965,  34.5390,2,  34.5365,2,   -999.0,5,   139.5,2,   81.37,2,   36.00,2,    0.00,2,    2.55,2,   0.006,2,   0.029,3,   0.000,2,  2271.8,2,  2348.9,2,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  1108.5,-999.000,   3.4160,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,   0.0980,2,   0.0720,2,   0.0410,2,   0.0300,2,   0.0141,2,   0.0152,2,-999.0000, -999.00
33RR20050106,       P16S,       1,          3,         18,         18,2,20050110,       1233,   -16.0000,  -149.9925,       4252,  1209.2,   3.1785,  34.5584,2,  34.5580,2,   -999.0,5,   140.9,2,   89.09,2,   36.16,2,    0.00,2,    2.53,2,   0.002,2,   0.018,3,  -0.001,2,  2279.6,2,  2357.3,6,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  36.1931,2,  1209.2,-999.000,   3.0926,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000, -999.00
33RR20050106,       P16S,       1,          3,         17,         17,2,20050110,       1233,   -16.0000,  -149.9925,       4252,  1310.0,   2.9915,  34.5708,2,  34.5714,2,   -999.0,5,   142.0,2,   93.60,2,   36.22,2,    0.00,2,    2.54,2,   0.006,2,   0.012,3,  -0.002,2,  2284.0,2,  2360.4,2,-999.000,9,-999.0000,9, -999.00,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,-999.0000,9,  1310.0,-999.000,   2.8993,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9,     -999.0,9, -999.00,9,   0.0970,2,   0.0700,2,   0.0400,2,   0.0310,2,   0.0135,2,   0.0149,2,-999.0000, -999.00
