BOTTLE,20160524SIOCCHCBG
# Merged parameters: DELO18, DELO18_FLAG_W
# Merged parameters: TRITUM, TRITER, TRITUM_FLAG_W
# BOTTLE,20160202PRINUNIVRMK
# 2/2/16 contamination corrected data from Jenkins 
# 12/3/15 revised tritium data from Jenkins 
# 6/8/15:Added O18 data and assigned flag of 2 for each datum;RMK 
# Added H3, He, He3, Ne data 
# 20140821SIOCCHCBG
# Merged parameters: TRITUM, TRITER, TRITUM_FLAG_W
# 20140205SIOCCHSE
# Merged parameters: DELHE3, DELHER, DELHE3_FLAG_W, HELIUM, HELIER, HELIUM_FLAG_W, NEON, NEONER, NEON_FLAG_W
# 20140111SIOCCHRJL
# Added instructions for citation use
#BOTTLE,20131203CCHSIOCBG
# CFC-11, CFC-12, and CFC113 flag from 5 to 2 at (sta 2, ca 1, btl 4) (sta 3, ca 2, btl 1)
#BOTTLE,20130918SIOCCHCBG  
# Merged parameters: DELC14, DELC14_FLAG_W, C14ERR, DELC13, DELC13_FLAG_W
# 20100913CCHDOSIOCBG
#code: copy_exchange_bot.rb (J. Fields)
#citations added by A. Barna
#BOTTLE,20091124CCHDOSIOJCF
#code : Justin Fields merge_exchange.rb
#original files copied from HTML directory: 2009-11-24
#| 
#| Data Provided by:
#| PARAMETER/PROGRAM            PI NAME                    EMAIL ADDRESS
#| _________________________________________________________________________
#| CTDO/rosette/S/O2/nutrients  Jim Swift, UCSD/SIO        jswift@ucsd.edu
#| Transmissometer              Wilf Gardner, Texas A&M U  wgardner@ocean.tamu.edu
#| Underway bathymetry,         Frank Delahoyde, UCSD/SIO  frank@odf.ucsd.edu
#|   meteorology, gravimetry,   Shipboard Computer Group
#|   thermosalinograph         
#| Total alkalinity, pH         Andrew Dickson, UCSD/SIO   adickson@ucsd.edu
#| CO2, DIC and underway pCO2   Rik Wanninkhof             Rik.Wanninkhof@noaa.gov
#| DOM                          DOC/DON                    Craig Carlson - lead contact 
#|                              Dennis Hansell, UM RSMS    dhansell@rsmas.miami.edu
#| CDOM                         Norm Nelson, UCSB          norm@icess.ucsb.edu
#| 13C/14C, isotopic content    Ann McNichol, WHOI         amcnichol@whoi.edu
#|   of DIC                     Robert Key, Princeton      key@Princeton.EDU
#| CFCs                         Rana Fine                  rfine@rsmas.miami.edu
#| He/Tr/Neon                   Bill Jenkins               wjenkins@whoi.edu
#| ADCP/LADCP                   Eric Firing, U Hawaii      efiring@soest.hawaii.edu
#| Trace elements               Chris Measures, U Hawaii   chrism@soest.hawaii.edu
#|                              Bill Landing, FSU          landing@ocean.fsu.edu
#| ARGO floats                  Stephen Riser, UW          riser@ocean.washington.edu
#|                              Anne Thresher, CSIRO       Ann.Thresher@csiro.au
#| Black Carbon                 Thorsten Dittmar, FSU      dittmar@ocean.fsu.edu
#| O18                          Mike Meredith              mmm@bas.ac.uk
#|
#|
#|  Following American Geophysical Union recommendations, the data should be
#|  cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#|  CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
#|  file date." For further information, please contact one of the parties
#|  listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#|  the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#|  from their use.
#| 
#|
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,ALUMIN,ALUMIN_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,BTL_LAT,BTL_LON,DELSI30,DELSI30_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM443,CDOM443_FLAG_W,CDOMSN,CDOMSN_FLAG_W,BLACKC,BLACKC_FLAG_W,CDOM490,CDOM490_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOM555,CDOM555_FLAG_W,DELHER,HELIER
33RR20080204,       I06S,       1,          2,         27,         27,2,20080205,       2149,   -33.2152,    28.0528,        180,   104.0,  14.4796,  35.2411,2,  35.2471,2,    173.5,2,   175.5,2,    9.43,2,   12.25,2,    0.02,2,    0.92,2,   2.528,2,   1.395,2,   0.042,2,  2123.5,2,  2318.0,2,   7.9190,2,    20.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9,   50.54,2, -999.00,1, -33.2267,  28.0361,     -999.0,9,   0.0330,2,   0.0975,2,   0.0194,2,   0.0722,2,   0.0096,2,   0.0196,2,     -999.0,9,  -0.0014,4,   0.0178,2,  -0.0033,4, -999.00,-999.000
33RR20080204,       I06S,       1,          2,         25,         25,2,20080205,       2144,   -33.2152,    28.0528,        180,   158.4,  11.2706,  34.9945,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2236,  28.0405,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,         11,         11,2,20080205,       2135,   -33.2152,    28.0528,        180,   158.6,  11.1632,  34.9812,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2196,  28.0464,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,          3,          3,2,20080205,       2130,   -33.2152,    28.0528,        180,   158.8,  10.9908,  34.9668,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2169,  28.0503,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,         26,         26,2,20080205,       2145,   -33.2152,    28.0528,        180,   159.3,  11.2599,  34.9919,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2241,  28.0398,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,         24,         24,2,20080205,       2143,   -33.2152,    28.0528,        180,   159.8,  11.2397,  34.9912,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2234,  28.0409,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,         13,         13,2,20080205,       2136,   -33.2152,    28.0528,        180,   159.8,  11.3333,  34.9959,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2202,  28.0455,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,          7,          7,2,20080205,       2133,   -33.2152,    28.0528,        180,   160.0,  11.1783,  34.9843,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2183,  28.0482,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,          6,          6,2,20080205,       2132,   -33.2152,    28.0528,        180,   160.1,  11.1506,  34.9819,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2181,  28.0486,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,         23,         23,2,20080205,       2142,   -33.2152,    28.0528,        180,   160.2,  11.5445,  35.0197,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,   2.671,2,   1.504,2,   0.046,2,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2229,  28.0416,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,          5,          5,2,20080205,       2131,   -33.2152,    28.0528,        180,   160.5,  11.1793,  34.9821,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2177,  28.0492,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,          4,          4,2,20080205,       2131,   -33.2152,    28.0528,        180,   160.6,  11.1208,  34.9763,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2173,  28.0497,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,          9,          9,2,20080205,       2134,   -33.2152,    28.0528,        180,   160.8,  11.1389,  34.9813,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2188,  28.0475,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
33RR20080204,       I06S,       1,          2,         12,         12,2,20080205,       2136,   -33.2152,    28.0528,        180,   161.3,  11.2732,  34.9924,2,-999.0000,9,   -999.0,9,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -999.00,9,-999.000,9,-999.000,9,-999.000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9,-999.000,  -999.0,9, -999.00,9, -999.00,9, -999.00,9, -33.2199,  28.0459,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9, -999.00,-999.000
