BOTTLE,20170607CCHSIOCBG
# Merged parameters: TRITUM, TRITER, TRITUM_FLAG_W, PH_TOT, PH_TMP
# Merged parameters: HELIUM, HELIER, HELIUM_FLAG_W, DELHE3, DELHER, DELHE3_FLAG_W, NEON, NEONER, NEON_FLAG_W, LDEO_SAMPNO
# Merged parameters: ABSORBTION, ABSORBTION_FLAG_W, IMAGE_COUNT, IMAGE_COUNT_FLAG_W, CYTO_COUNT, CYTO_COUNT_FLAG_W
# 20141003CCHSIOCBG
# Merged parameters: TRITUM, TRITUM_FLAG_W, TRITER
# 20141003CCHSIOCBG
# Merged parameters: TRITUM, TRITUM_FLAG_W, HELIUM, HELIUM_FLAG_W, DELHE3, DELHE3_FLAG_W, TRITER, NEON, NEON_FLAG_W, NEONER, HELIER, DELHER, THETA
# BOTTLE,20140918PRINUNIVRMK
# 9/18/14 Merged He, Ne, and H3 data from Jenkins
# 20140129CCHSIOSE
# Merged parameters: DELC13, DELC13_FLAG_W, DELC14, DELC14_FLAG_W, C14ERR, CDOM325, CDOM325_FLAG_W, CDOM340, CDOM340_FLAG_W, CDOM380, CDOM380_FLAG_W, CDOM412, CDOM412_FLAG_W, CDOM443, CDOM490, CDOM490_FLAG_W, CDOM555, CDOM555_FLAG_W, CDOMSL, CDOMSL_FLAG_W, CDOMSN, CDOMSN_FLAG_W
# 20131122CCHSIOCBG
# Merged parameters: PH_TOT, PH_TOT_FLAG_W, PH_TMP
# 20121025CCHDOSIOCBG
# merged ALKALI, DOC, TDN
# BOTTLE,20120208CCHDOSIOCBG
# merged TCARBN received from Alex Kozyr 2012-02-03
# BOTTLE,20120207CCHDOSIOCBG
# removed ABSORBTION, IMAGE_COUNT, CYTO_COUNT, contained no data 
# BOTTLE,20110422ODF
# REPORTED DEPTH IS CTD_DEPTH + DISTANCE_ABOVE_BOTTOM AT MAX PRESSURE
#
# BOTTLE,20160128PRINUNIVRMK
# 10/1/2014 Initialized README file 
# Hydro: Who - J.Swift; Status - final 
#       Notes:   
# Nutrients: Who - J.Swift; Status - final 
#       Notes: 
# O2: Who - J.Swift; Status - final 
#       Notes: 
# TCO2: Who - C.Sabine;R.Wanninkhof; Status - final 
#       Notes: final data from CDIAC Dec. 2011 
# TA: Who - A.Dickson; Status - final 
#       Notes: final data from CDIAC Dec. 2011 
# pH: Who - F.Millero; Status - final 
#       Notes: final data rcd  and merged Dec. 2012 
#       Reported on total H+ scale at 25C 
# CFC: Who - W.Smethie;W.Ho; Status - final 
#       Notes: final data Feb. 2012 
#       Includes SF6 
# C14: Who - R.Key;A.McNichol; Status - final 
#       Notes: Final data Jan. 2014 
# H3/He3: Who - W.Jenkins;P.Schlosser; Status - incomplete 
#       Notes: final WHOI data 10/1/14 
#              final LDEO data 4/14/15 except for He3 
#              final LDEO He3 data 7/8/15 
#              revised WHOI H3 data 12/18/15 
#              revised WHOI H3 data 1/28/16 
#       Uncertainty on 3H data exceptionally large on station 104:129 due to 
#               unusual contamination issue from bottle caps 
# DOC/TDN: Who - D.Hansell; Status - 
#       Notes: final data from CDIAC Dec. 2011 
#
#| CITATION:
#| These data were provided by:
#|
#| PARAMETER/PROGRAM         Affiliation  PI               email
#| ------------------------  -----------  --------------- -----------------------------
#| Chief Scientist           SIO          Jim Swift        jswift@ucsd.edu
#| Co-Chief Scientist        TAMU         Alex Orsi        aorsi@tamu.edu
#| CTD                       SIO          Jim Swift        jswift@ucsd.edu
#| salinity                  SIO          Jim Swift        jswift@ucsd.edu
#| dissolved oxygen          SIO          Jim Swift        jswift@ucsd.edu
#| nutrients                 SIO          Jim Swift        jswift@ucsd.edu
#| Total Carbon (DIC)        PMEL         Chris Sabine     chris.sabine@ noaa.gov
#|                           AOML         Rik Wanninkhof   Rik.Wanninkhof@noaa.gov
#| Total Alkalinity/pH       SIO          Andrew Dickson   adickson@ucsd.edu
#| CFC/SF6                   LDEO         Bill Smethie     bsmeth@ldeo.columbia.edu
#|                           UHawaii      David Ho         ho@hawaii.edu
#| Helium/Tritium            LDEO         Peter Schlosser  schlosser@ldeo.columbia.edu
#| DOC/TDN                   RSMAS        Dennis Hansell   dhansell@rsmas.miami.edu
#| DELC13/DELC14             WHOI         Ann McNichol     amcnichol@whoi.edu
#|                           WHOI         Robert Key       key@princeton.edu
#| CDOM (preliminary flags)  UCSB         N.B. Nelson      norm@icess.ucsb.edu
#|
#| CDOM DATA:  Absorption Coefficient of 0.2um filtered SW (acdom) at 325 nm
#|             Determined using a 200cm liquid waveguide spectrometer system
#|             Using UltraPath 2,    calibration 10 (Sep 2010) *not applied*
#|
#| Following American Geophysical Union
#| recommendations, the data should be cited as: data
#| provider(s), cruise name or cruise ID, data file name(s)
#| CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA
#| USA, and data file date. For further information, please
#| contact one of the parties listed above or cchdo@ucsd.edu.
#| Users are also requested to acknowledge the NSF/NOAA-funded
#| U.S. Repeat Hydrography Program in publications resulting
#| from their use.
#
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,TRITER,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,DELO18,DELO18_FLAG_W,POC,POC_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,BTL_LAT,BTL_LON,NEONER,SALTREF,SALTREF_FLAG_W,PIGMENTS,PIGMENTS_FLAG_W,LAB_DEN,LAB_DEN_FLAG_W,CDOM325,CDOM325_FLAG_W,CDOM340,CDOM340_FLAG_W,CDOM380,CDOM380_FLAG_W,CDOM412,CDOM412_FLAG_W,CDOM443,CDOM443_FLAG_W,CDOM490,CDOM490_FLAG_W,CDOM555,CDOM555_FLAG_W,CDOMSL,CDOMSL_FLAG_W,CDOMSN,CDOMSN_FLAG_W,HELIER,DELHER,THETA,LDEO_SAMPNO,ABSORBTION,ABSORBTION_FLAG_W,IMAGE_COUNT,IMAGE_COUNT_FLAG_W,CYTO_COUNT,CYTO_COUNT_FLAG_W
320620110219,       S04P,      22,          1,          3,          3,2,20110302,       0447,   -66.9999,  -179.2951,       3616,  3400.6,   0.2777,  34.6985,2,  34.6992,2,    216.3,2,   215.6,2,  132.50,2,   32.74,2,    0.00,2,    2.22,2,   0.341,2,   0.206,2,   0.042,2,-999.0000,9,  2263.1,3,  2361.8,6,   7.5909,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   0.2778,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9,   40.07,2,   34.74,2, -66.9999,-179.2952,     -999.0,    34.8628,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   0.0518,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      22,          1,          2,          2,2,20110302,       0440,   -66.9999,  -179.2951,       3616,  3568.8,   0.2001,  34.6907,2,  34.6903,2,    220.7,2,   220.5,2,  123.63,2,   32.53,2,    0.00,2,    2.20,2,   0.764,6,   0.457,6,   0.070,6,-999.0000,9,  2260.1,2,  2358.1,2,   7.5891,6,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   0.2002,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9,   40.17,2,   34.38,2, -66.9999,-179.2951,     -999.0,    34.8539,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,  -0.0396,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      22,          1,          1,          1,2,20110302,       0437,   -66.9999,  -179.2951,       3616,  3669.9,   0.1664,  34.6869,2,  34.6868,2,    222.7,2,   223.0,2,  119.12,2,   32.40,2,    0.00,2,    2.20,2,   1.038,2,   0.607,2,   0.098,2,-999.0000,9,  2260.0,6,  2356.0,2,   7.5889,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   0.1667,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9,   40.19,2,   34.44,2, -66.9999,-179.2951,     -999.0,    34.8504,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,  -0.0821,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         36,         36,2,20110302,       1422,   -67.0008,  -178.0202,       4004,     6.8,  -0.6604,  33.9436,2,  33.9428,2,    342.6,3,   342.8,2,   55.29,2,   27.22,2,    0.16,2,    1.81,2,   6.141,2,   3.271,2,   0.626,2,-999.0000,9,  2177.2,2,  2295.7,6,   7.6635,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,  -0.6625,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0008,-178.0198,     -999.0,    34.1029,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,  -0.6606,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         35,         35,2,20110302,       1420,   -67.0008,  -178.0202,       4004,    19.2,  -0.6119,  33.9392,2,  33.9399,2,    343.6,2,   343.8,2,   55.10,2,   27.19,2,    0.16,2,    1.83,2,   6.089,2,   3.265,2,   0.622,2,-999.0000,9,  2175.4,2,  2296.9,2,   7.6615,6,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,  -0.6123,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0008,-178.0198,     -999.0,    34.0999,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,  -0.6125,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         34,         34,2,20110302,       1419,   -67.0008,  -178.0202,       4004,    39.2,  -0.6883,  33.9474,2,  33.9469,2,    343.7,2,   342.4,2,   55.22,2,   27.23,2,    0.15,2,    1.84,2,   6.080,2,   3.231,2,   0.597,2,-999.0000,9,  2177.3,6,  2295.7,2,   7.6594,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,  -0.6889,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0008,-178.0198,     -999.0,    34.1070,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,  -0.6894,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         33,         33,2,20110302,       1418,   -67.0008,  -178.0202,       4004,    64.2,  -1.4032,  34.1552,2,  34.1431,2,    326.5,2,   320.4,2,   57.03,2,   27.88,2,    0.09,2,    1.89,2,   5.147,2,   2.770,2,   0.526,2,-999.0000,9,  2192.5,2,  2307.3,2,   7.6495,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,  -1.4054,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0008,-178.0198,     -999.0,    34.3041,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,  -1.4047,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         32,         32,2,20110302,       1416,   -67.0008,  -178.0202,       4004,    89.3,  -1.6347,  34.2484,2,  34.2520,2,    305.3,2,   302.0,2,   59.89,2,   28.85,2,    0.07,2,    1.96,2,   4.647,2,   2.476,2,   0.461,2,-999.0000,9,  2206.1,2,  2314.7,2,   7.6311,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,  -1.6354,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0008,-178.0199,     -999.0,    34.4135,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,  -1.6366,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         31,         31,2,20110302,       1415,   -67.0008,  -178.0202,       4004,   115.1,  -1.6210,  34.2840,2,  34.2829,2,    288.6,2,   291.6,2,   61.60,2,   29.46,2,    0.10,2,    2.01,2,-999.000,9,-999.000,9,-999.000,9,-999.0000,9,  2209.3,2,  2316.2,2,   7.6184,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,  -1.6195,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0200,     -999.0,    34.4446,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,  -1.6235,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         30,         30,2,20110302,       1413,   -67.0008,  -178.0202,       4004,   139.2,  -1.2068,  34.3456,2,  34.3436,2,    277.2,2,   272.0,2,   66.16,2,   30.53,2,    0.04,2,    2.07,2,   3.872,2,   2.134,2,   0.393,2,-999.0000,9,  2218.8,2,  2318.9,2,   7.5992,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,  -1.2069,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0008,-178.0200,     -999.0,    34.5056,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,  -1.2103,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         29,         29,2,20110302,       1412,   -67.0008,  -178.0202,       4004,   183.8,   0.6917,  34.5400,2,  34.5359,2,    214.9,2,   207.8,2,   79.60,2,   32.64,2,    0.02,2,    2.23,2,-999.000,9,-999.000,9,-999.000,9,-999.0000,9,  2243.5,2,  2331.7,2,   7.5628,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   0.6815,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0200,     -999.0,    34.6988,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   0.6839,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         28,         28,2,20110302,       1410,   -67.0008,  -178.0202,       4004,   233.8,   1.2501,  34.6360,2,  34.6316,2,    193.9,2,   192.4,2,   85.36,2,   32.67,2,    0.01,2,    2.23,2,   0.925,2,   0.544,2,   0.091,2,-999.0000,9,  2250.4,2,  2338.0,2,   7.5574,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.2473,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0200,     -999.0,    34.7949,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.2389,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         27,         27,2,20110302,       1408,   -67.0008,  -178.0202,       4004,   284.5,   1.4714,  34.6847,2,  34.6838,2,    186.6,2,   186.8,2,   89.39,2,   32.44,2,    0.00,2,    2.22,2,-999.000,9,-999.000,9,-999.000,9,-999.0000,9,  2255.6,2,  2344.5,2,   7.5628,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.4695,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0200,     -999.0,    34.8474,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.4572,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         26,         26,2,20110302,       1406,   -67.0008,  -178.0202,       4004,   333.2,   1.5375,  34.7078,2,  34.7058,2,    184.2,2,   183.9,2,   92.02,2,   32.26,2,    0.00,2,    2.21,2,   0.380,2,   0.231,2,   0.033,2,-999.0000,9,  2256.9,2,  2346.6,2,   7.5641,6,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.5373,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0201,     -999.0,    34.8694,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.5205,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         25,         25,2,20110302,       1404,   -67.0008,  -178.0202,       4004,   384.6,   1.5377,  34.7195,2,  34.7187,2,    184.3,2,   184.5,2,   94.31,2,   32.14,2,    0.00,2,    2.20,2,-999.000,9,-999.000,9,-999.000,9,-999.0000,9,  2260.6,2,  2348.2,2,   7.5706,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.5378,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0200,     -999.0,    34.8824,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.5179,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         24,         24,2,20110302,       1403,   -67.0008,  -178.0202,       4004,   433.7,   1.4936,  34.7255,2,  34.7529,3,    185.6,2,   185.9,2,   96.93,2,   32.14,2,    0.00,2,    2.20,2,   0.248,2,   0.141,2,   0.024,2,-999.0000,9,  2256.5,2,  2349.0,2,   7.5725,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.4936,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0201,     -999.0,    34.9167,3,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.4712,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         23,         23,2,20110302,       1401,   -67.0008,  -178.0202,       4004,   483.8,   1.4610,  34.7279,2,  34.7283,2,    187.2,2,   186.5,2,   98.36,2,   32.15,2,    0.00,2,    2.19,2,-999.000,9,-999.000,9,-999.000,9,-999.0000,9,  2256.6,2,  2350.4,6,   7.5725,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.4610,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0200,     -999.0,    34.8921,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.4359,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         22,         22,2,20110302,       1358,   -67.0008,  -178.0202,       4004,   564.2,   1.4110,  34.7294,2,  34.7289,2,    187.2,2,   186.9,2,  100.37,2,   32.21,2,    0.00,2,    2.20,2,   0.193,2,   0.107,2,   0.019,2,-999.0000,9,  2257.3,2,  2352.9,2,   7.5765,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.4108,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0201,     -999.0,    34.8927,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.3816,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         21,         21,2,20110302,       1356,   -67.0008,  -178.0202,       4004,   664.4,   1.3303,  34.7286,2,  34.7283,2,    189.5,2,   188.7,2,  103.33,2,   32.16,2,    0.00,2,    2.20,2,   0.168,2,   0.087,2,   0.012,2,-999.0000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.3300,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0008,-178.0201,     -999.0,    34.8921,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.2956,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         20,         20,2,20110302,       1353,   -67.0008,  -178.0202,       4004,   764.9,   1.2550,  34.7283,2,  34.7287,2,    189.9,2,   190.0,2,  106.48,2,   32.29,2,    0.00,2,    2.21,2,   0.125,2,   0.070,2,   0.009,2,-999.0000,9,  2260.1,2,  2355.5,2,   7.5781,2,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.2551,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0201,     -999.0,    34.8925,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.2148,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         19,         19,2,20110302,       1350,   -67.0008,  -178.0202,       4004,   865.4,   1.1891,  34.7266,2,  34.7266,2,    191.3,2,   192.0,2,  108.23,2,   32.28,2,    0.00,2,    2.21,2,   0.106,2,   0.055,2,   0.006,2,-999.0000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.1886,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0201,     -999.0,    34.8903,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.1434,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         18,         18,2,20110302,       1347,   -67.0008,  -178.0202,       4004,   964.0,   1.1227,  34.7245,2,  34.7246,2,    193.0,2,   193.5,2,  110.72,2,   32.28,2,    0.00,2,    2.21,2,   0.094,2,   0.057,2,   0.006,2,-999.0000,9,  2261.7,2,  2356.1,2,   7.5756,4,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.1226,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0201,     -999.0,    34.8883,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   1.0715,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         17,         17,2,20110302,       1345,   -67.0008,  -178.0202,       4004,  1064.2,   1.0549,  34.7223,2,  34.7218,2,    195.0,2,   194.7,2,  112.68,2,   32.29,2,    0.00,2,    2.22,2,-999.000,9,-999.000,9,-999.000,9,-999.0000,9,  -999.0,9,  -999.0,9,-999.0000,9,  -999.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   1.0550,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0008,-178.0202,     -999.0,    34.8856,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   0.9981,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
320620110219,       S04P,      23,          2,         16,         16,2,20110302,       1342,   -67.0008,  -178.0202,       4004,  1164.2,   0.9994,  34.7200,2,  34.7177,2,    196.7,2,   196.5,2,  114.21,2,   32.41,2,    0.00,2,    2.21,2,   0.078,2,   0.043,2,   0.005,2,-999.0000,9,  2260.2,2,  2359.1,2,   7.5730,4,    25.00,-999.000,9,-999.000,-999.0000,9,-999.000,9,   0.9993,2, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.000,9, -999.00,9, -999.00,9, -67.0007,-178.0203,     -999.0,    34.8814,2,     -999.0,9,     -999.0,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,9,-999.0000,-999.000,   0.9368,     -999.0,     -999.0,9,     -999.0,9,     -999.0,9
