BOTTLE,20200106SIOCCHCBG
# Merged parameters: CTDOXY_FLAG_W
# Merged parameters: DELC14, DELC14_FLAG_W, C14ERR, 14C-DOC, 14C-DOC_FLAG_W, 14C-DOCERR, 13C-DOC, 13C-DOC_FLAG_W, 13C-DOCERR
# Merged parameters: BTLNBR, BTLNBR_FLAG_W, DEPTH
# Merged parameters: DELC13, DELC14, DELC14_FLAG_W, C14ERR, TCARBN_FLAG_W
# 20140127SIOCCHCBG
# Merged parameters: DELC13, DELC13_FLAG_W, DELC14, DELC14_FLAG_W, C14ERR
# Merged parameters: CFC-11, CFC-11_FLAG_W, CFC-12, CFC-12_FLAG_W, CCL4, CCL4_FLAG_W, SF6, SF6_FLAG_W
# Merged parameters: OXYGEN, OXYGEN_FLAG_W
# Merged parameters: DOC, DOC_FLAG_W, TDN, TDN_FLAG_W
# Merged parameters: TCARBN, TCARBN_FLAG_W, ALKALI, ALKALI_FLAG_W, PH_SWS, PH_SWS_FLAG_W, PH_TMP
# 20140113CCHSIOCBG
# Merged parameters: SILCAT, SILCAT_FLAG_W, NITRAT, NITRAT_FLAG_W, NITRIT, NITRIT_FLAG_W, PHSPHT, PHSPHT_FLAG_W
# 20120821SIOCCHAMB
# Corrected Alkalinity citation
# BOTTLE,20120816SIOCCHAMB
# Added citation information
#BOTTLE,20120622CCHDOSIOCBG
#code : Justin Fields merge_exchange.rb original files copied from HTML directory: 2012-06-22
# updated TIME, CTDTMP, CTDPRS, CTDSAL, CTDOXY, SALNTY, SALNTY_FLAG_W, OXYGEN
# added CTDRAW, THETA
#BOTTLE,20111206CCHDOSIOCBG
#BOTTLE,20190719PRINUNIVRMK
# 7/16/2012 Initialized README file  
# Data source: CCHDO/CDIAC 
# SHIP: Ron Brown 
# Cruise: A10 
# Region: 30S across Atlantic 
# EXPOCODE:33RO20110926 
# DATES: 9/26 - 10/31/2011 
# Chief Scientist: M.Barringer;A.Macdonald 
# 120 stations with 24 place Rosette 
# Hydro: Who - K.McTaggart/ODF; Status - final 
#       Notes:   
# Nuts: Who - C.Mordy; Status - final 
#       Notes: Final data 1/14/14 
# O2: Who - C.Langdon; Status - final 
#       Notes: Revised data/flags rcd 7/8/13 from C.L. 
# TCO2: Who - R.Feely;R.Wanninkhof; Status - final 
#       Notes:  
# TA: Who - F. Millero; Status - final 
#       Notes:  
# pH: Who - F. Millero; Status - final 
#       Notes: SWS @ 25C 
#       Values are potentiometric, not spec. because of a problem with 
#               the spec. indicator 
# CFC: Who - J.Bullister; Status - final 
#       Notes: data from ullister 8/23/13 
# C14: Who - E.Druffel,R.Key,A.McNichol; Status - final
#       Notes: Surface samples run at NOSAMS 
#       Stations 35,54,67 14C-DOC, 13C-DOC
#               see Druffel et al. 2016. Merged 7/18/2019 
# H3/He3: Who - P.Schlosser/W.Jenkins; Status - being measured 
#       Notes:  
# Other: Who - ; Status - 
#       Notes:  
# References: 
# Druffel, E. R. M., S. Griffin, A.I. Coppola and B.D. Walker (2016),Radiocarbon in dissolved organic carbon of the Atlantic Ocean, Geophys. Res. Lett., 43, doi:10.100
#
#| CITATION:
#| These data were provided by:
#| 
#| Program                Affiliation   Principal Investigator   email
#| --------------------------------------------------------------------------------------------
#| Chief Scientist        NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov
#| CTDO                   NOAA/PMEL     Gregory Johson           Gregory.C.Johnson@noaa.gov
#|                        NOAA/PMEL     Molly Baringer           Molly.Baringer@noaa.gov
#| Salinity               NOAA/AOML     Molly Baringer           Molly.Baringer@noaa.gov
#| Nutrients              NOAA/AOML     Jia-Zhong Zhang          Jia-Zhong.Zhang@noaa.gov
#|                        NOAA/PMEL     Calvin Mordy             Calvin.W.Mordy@noaa.gov
#| Data Processing        UCSD/SIO      James H. Swift           jswift@ucsd.edu
#| CFCs/SF6, CCL4         NOAA/PMEL     John Bullister           John.L.Bullister@noaa.gov
#| Total Alkalinity, pH   RSMAS/MAC     Frank Millero            fmillero@rsmas.miami.edu 
#| DOC/TDN                UCSB          Craig Carlson            carlson@lifesci.ucsb.edu
#| C14, C13               Princeton     Robert Key               401 Sayre Hall 
#|                                                               Princeton University
#|                                                               Princeton, NJ 08544 
#|                        WHOI          Ann McNichol             amcnichol@whoi.edu
#|    additional analyses UCI           Ellen Druffel            edruffel@uci.edu
#|
#| Following American Geophysical Union recommendations, the data should be
#| cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#| CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data 
#| file date." For further information, please contact one of the parties
#| listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#| the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#| from their use.
#
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PCO2,PCO2_FLAG_W,PCO2TMP,PH_SWS,PH_SWS_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,CCL4,CCL4_FLAG_W,DELO18,DELO18_FLAG_W,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,CTDRAW,14C-DOC,14C-DOC_FLAG_W,THETA,SIG0,SALTREF,SALTREF_FLAG_W,BLACKC,BLACKC_FLAG_W,PIGMENTS,PIGMENTS_FLAG_W,14C-DOCERR,13C-DOC,13C-DOC_FLAG_W,13C-DOCERR
33RO20110926,        A10,       2,          1,         12,      11027,2,20110928,       0919,   -28.7159,    14.4665,        263,     4.1,  14.8869,  35.0350,2,  35.0375,2,    253.6,2,     259,2,     7.3,2,     4.4,2,    0.19,2,   0.536,2,   2.814,6,   1.646,6,   1.577,6,     2077.9,6,  2321.6,6,  -999.0,9, -999.00,   7.9323,6,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,   3.059,3, -999.00,9,-999.0000,9, -999.00,9,    4.10,  -999.0,9,  14.8863,     26.026,    35.2027,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,         13,      11031,2,20110928,       0919,   -28.7159,    14.4665,        263,     4.0,  14.8830,  35.0351,2,  35.0572,2,    253.6,2,  -999.0,9,     7.3,2,     4.5,2,    0.19,2,   0.535,2,-999.000,9,-999.000,9,-999.000,9,-999.000000,9,  -999.0,9,  -999.0,9, -999.00,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,    4.00,  -999.0,9,  14.8824,     26.042,    35.2225,2,     -999.0,9,     -999.0,1,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,         11,      11707,2,20110928,       0919,   -28.7159,    14.4665,        263,    34.2,  14.7622,  35.0616,2,  35.0619,2,    253.0,2,   256.1,2,     6.8,2,     4.6,2,    0.21,2,   0.528,2,   2.826,2,   1.648,2,   1.557,2,     2081.8,2,  2322.3,4,  -999.0,9, -999.00,   7.9208,2,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,   3.029,3, -999.00,9,-999.0000,9, -999.00,9,   34.20,  -999.0,9,  14.7571,     26.071,    35.2272,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,         10,      11003,2,20110928,       0919,   -28.7159,    14.4665,        263,    50.3,  14.6300,  35.1283,2,-999.0000,9,    247.2,2,  -999.0,9,     5.6,6,     4.9,6,    0.28,6,   0.523,6,-999.000,9,-999.000,9,-999.000,9,-999.000000,9,  -999.0,9,  -999.0,9, -999.00,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,   50.30,  -999.0,9,  14.6225,     26.153,     -999.0,9,     -999.0,9,     -999.0,1,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,          9,      11706,2,20110928,       0919,   -28.7159,    14.4665,        263,    64.5,  14.2413,  35.1604,2,-999.0000,9,    235.6,2,  -999.0,9,     5.2,2,     6.6,2,    0.40,2,   0.613,2,-999.000,9,-999.000,9,-999.000,9,-999.000000,9,  -999.0,9,  -999.0,9, -999.00,-999.0000,9,  -999.00,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,   64.50,  -999.0,9,  14.2319,     26.261,     -999.0,9,     -999.0,9,     -999.0,1,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,          8,      11033,2,20110928,       0919,   -28.7159,    14.4665,        263,    64.2,  14.2213,  35.1578,2,  35.1661,2,    235.1,2,   237.1,2,     5.2,2,     6.7,2,    0.39,2,   0.617,2,   2.827,2,   1.642,2,   1.475,2,     2099.9,2,  2324.7,2,  -999.0,9, -999.00,-999.0000,5,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,   2.472,3, -999.00,9,-999.0000,9, -999.00,9,   64.20,  -999.0,9,  14.2119,     26.265,    35.3319,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,          7,      11705,2,20110928,       0919,   -28.7159,    14.4665,        263,    88.3,  12.8365,  35.0778,2,  35.0908,2,    211.9,2,   212.2,2,     5.7,2,    11.6,2,    0.09,2,   0.881,2,   2.976,2,   1.682,2,   1.353,2,     2125.8,2,  2312.2,2,  -999.0,9, -999.00,   7.8156,2,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,   1.705,3, -999.00,9,-999.0000,9, -999.00,9,   88.30,  -999.0,9,  12.8245,     26.499,    35.2563,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,          6,      11029,2,20110928,       0919,   -28.7159,    14.4665,        263,   116.3,  11.7316,  34.9712,2,  34.9802,2,    201.5,2,   200.8,2,     6.7,6,    14.5,6,    0.06,6,   1.054,6,   3.050,2,   1.704,2,   1.278,2,     2139.4,2,  2298.9,4,  -999.0,9, -999.00,   7.7765,2,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,   1.390,3, -999.00,9,-999.0000,9, -999.00,9,  116.30,  -999.0,9,  11.7167,     26.620,    35.1452,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,          5,      11704,2,20110928,       0919,   -28.7159,    14.4665,        263,   140.1,  10.7114,  34.8700,2,  34.8747,2,    191.0,2,     189,2,     8.3,2,    17.5,2,    0.05,2,   1.254,2,-999.000,9,-999.000,9,-999.000,9,     2156.3,2,  2302.4,3,  -999.0,9, -999.00,   7.7356,2,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  140.10,  -999.0,9,  10.6945,     26.736,    35.0392,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,          4,      11030,2,20110928,       0919,   -28.7159,    14.4665,        263,   165.4,  10.1195,  34.8107,2,  34.8143,2,    167.7,2,   165.3,2,    11.2,6,    20.8,6,    0.11,6,   1.486,6,   2.993,2,   1.644,2,   1.080,2,     2176.8,2,  2300.5,2,  -999.0,9, -999.00,   7.6755,2,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,   1.114,3, -999.00,9,-999.0000,9, -999.00,9,  165.40,  -999.0,9,  10.1002,     26.789,    34.9785,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,          3,      11703,2,20110928,       0919,   -28.7159,    14.4665,        263,   194.6,   9.5389,  34.7547,2,  34.7596,2,    149.8,2,     150,2,    13.6,2,    23.4,2,    0.16,2,   1.675,2,-999.000,9,-999.000,9,-999.000,9,     2192.4,2,    2298,2,  -999.0,9, -999.00,   7.6294,2,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,  194.60,  -999.0,9,   9.5171,     26.847,    34.9236,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,          2,      11702,2,20110928,       0919,   -28.7159,    14.4665,        263,   218.8,   8.9070,  34.7018,2,  34.7028,2,    138.0,2,   138.1,2,    15.8,2,    26.1,2,    0.18,2,   1.852,2,   2.593,2,   1.393,2,   0.788,2,     2202.7,2,  2296.4,2,  -999.0,9, -999.00,   7.5994,2,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,   1.197,3, -999.00,9,-999.0000,9, -999.00,9,  218.80,  -999.0,9,   8.8834,     26.903,    34.8665,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       2,          1,          1,      11701,2,20110928,       0919,   -28.7159,    14.4665,        263,   256.7,   8.1702,  34.6395,2,  34.6411,2,    127.3,2,     125,2,    19.1,2,    29.1,2,    0.10,2,   2.062,2,   2.295,6,   1.209,6,   0.655,6,     2215.7,2,  2296.5,6,  -999.0,9, -999.00,   7.5513,6,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,   1.160,3, -999.00,9,-999.0000,9, -999.00,9,  256.70,  -999.0,9,   8.1440,     26.971,    34.8045,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       3,          1,         22,      11712,2,20110928,       1118,   -28.8170,    14.1836,     -999.0,     5.1,  15.1473,  35.1835,2,-999.0000,9,    249.7,2,  -999.0,9,     4.8,2,     4.5,2,    0.17,2,   0.455,2,-999.000,9,-999.000,9,-999.000,9,-999.000000,9,  -999.0,9,  -999.0,9, -999.00,-999.0000,9,  -999.00,-999.000,9,-999.0000,9,    1.28,2,    52.9,2,     2.6,-999.000,9, -999.00,9,-999.0000,9, -999.00,9,    5.10,  -999.0,9,  15.1465,     26.084,     -999.0,9,     -999.0,9,     -999.0,1,     -999.0,     -999.0,9,     -999.0
33RO20110926,        A10,       3,          1,         21,      11010,2,20110928,       1118,   -28.8170,    14.1836,     -999.0,     4.8,  15.1627,  35.1838,2,  35.1867,2,    249.7,2,   255.3,2,     4.8,2,     4.6,2,    0.17,2,   0.452,2,   2.775,6,   1.639,6,   1.593,6,     2081.2,2,  2323.6,2,  -999.0,9, -999.00,   7.9309,2,       25,-999.000,9,-999.0000,9, -999.00,9,  -999.0,9,  -999.0,   2.861,3, -999.00,9,  56.5561,2,    8.45,2,    4.80,  -999.0,9,  15.1619,     26.093,    35.3526,2,     -999.0,9,     -999.0,9,     -999.0,     -999.0,9,     -999.0
