BOTTLE,20150626SIOCCHRJL
# From 33RR20090320.exc.csv (Bob Key) submitted on 20150420
# Merged parameters: TRITUM, TRITUM_FLAG_W, HELIUM_FLAG_W
# 20150310CCHSIOCBG
# Merged parameters: HELIUM, HELIER, HELIUM_FLAG_W, DELHE3, DELHER, DELHE3_FLAG_W, NEON, NEONER, NEON_FLAG_W
# station 69, cast 1, bottle 15 changed SALNTY value to -999
# 20140120CCHSIOCBG
# Merged parameters: DELC14, C14ERR, DELC14_FLAG_W, DELC13, DELC13_FLAG_W
# 20140111SIOCCHRJL
# Added citation instructions for data use
#BOTTLE,20121205CCHDOSIOCBG
#code : Justin Fields merge_exchange.rb original files copied from HTML directory: 2012-12-05
# merged PH_TOT with quality flags
#BOTTLE,20120308CCHDOSIOCBG
#code : Justin Fields merge_exchange.rb original files copied from HTML directory: 2012-03-08
# CFC-11, CFC-12 and SF6 values and flags update
#BOTTLE,20111208CCHDOSIOCBG
#code : Justin Fields merge_exchange.rb original files copied from HTML directory: 2011-12-08
#BOTTLE,20100510CCHDOSIODBK
#code : Justin Fields merge_exchange.rb original files copied from HTML directory: 2010-05-10
#BOTTLE,20100112CCHDOSIODBK
#code : Justin Fields merge_exchange.rb original files copied from HTML directory: 2010-01-12
# --------------------------------------------------------------------------------
#| These data were provided by:
#| PARAMETER                PRINCIPAL INVESTIGATOR-       EMAIL ADDRESS
#|                          INSTITUTION
#| -----------------------  ---------------------------- --------------------------
#| CTDO/S/O2/Nutrients      Jim Swift-UCSD/SIO           jswift@ucsd.edu
#| 
#| Transmissometer          Wilf Gardner-TAMU           wgardner@ocean.tamu.edu"
#|
#| CDOM fluorometer         Norm Nelson-UCSB             norm@icess.ucsb.edu
#|                          Craig Carlson-UCSB          carlson@lifesci.ucsb.edu
#|
#| CO2-Alkalinity + pH      Andrew Dickson-UCSD/SIO      adickson@ucsd.edu
#|
#| CO2-DIC + Underway pCO2  Dick Feely-NOAA             Richard.A.Feely@pmel.noaa.gov
#|                          Rik Wannikhof-AOML/NOAA     Rik.Wanninkhof@noaa.gov
#|
#| DOC/TDN                  Dennis Hansell-RSMAS-UMiami dhansell@rsmas.miami.edu
#|
#| C-13/C-14                Ann McNichol-WHOI            amcnichol@whoi.edu
#|                          Robert Key-Princeton         key@princeton.edu
#|
#| CFCs                     John Bullister-NOAA/PMEL    John.L.Bullister@noaa.gov
#|                          Mark Warner-UWashington     mwarner@ocean.washington.edu
#|
#| He-3/Tritium             Peter Schlosser-LDEO        schlosser@ldeo.columbia.edu
#|
#| ADCP/LADCP               Eric Firing-UHawaii         firing@hawaii.edu
#|
#| Trace Elements           Chris Measures-UHawaii      chrism@soest.hawaii.edu
#|                          Bill Landing- FSU           landing@ocean.fsu.edu
#|
#| ARGO Floats              Steve Riser-UWashington     riser@ocean.washington.edu
#| --------------------------------------------------------------------------------
#|
#|
#|  Following American Geophysical Union recommendations, the data should be
#|  cited as: "data provider(s), cruise name or cruise ID, data file name(s),
#|  CLIVAR and Carbon Hydrographic Data Office, La Jolla, CA, USA, and data
#|  file date." For further information, please contact one of the parties
#|  listed above or cchdo@ucsd.edu. Users are also requested to acknowledge
#|  the NSF/NOAA-funded U.S. Repeat Hydrography Program in publications resulting
#|  from their use.
#|
#|
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRAT,NITRAT_FLAG_W,NITRIT,NITRIT_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,SF6,SF6_FLAG_W,TCARBN,TCARBN_FLAG_W,ALKALI,ALKALI_FLAG_W,PH_TOT,PH_TOT_FLAG_W,PH_TMP,TRITUM,TRITUM_FLAG_W,HELIUM,HELIUM_FLAG_W,DELHE3,DELHE3_FLAG_W,REFTMP,REFTMP_FLAG_W,DELC13,DELC13_FLAG_W,DELC14,DELC14_FLAG_W,C14ERR,NEON,NEON_FLAG_W,NEONER,DOC,DOC_FLAG_W,TDN,TDN_FLAG_W,BTL_LAT,BTL_LON,HELIER,DELHER
33RR20090320,        I05,       1,          1,          3,          3,2,20090324,       0345,   -31.0777,    30.3437,        271,   216.7,  11.5669,  35.0311,2,  35.0272,2,    186.2,2,   186.3,2,   12.70,2,   16.28,2,    0.01,2,    1.17,2,   2.476,2,   1.336,2,   0.7350,2,  2147.5,2,  2311.1,2,   7.8565,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  11.6965,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000, -999.00,9, -999.00,9, -31.0800,  30.3421,-999.000,-999.000
33RR20090320,        I05,       1,          1,          2,          2,2,20090324,       0343,   -31.0777,    30.3437,        271,   238.2,  10.7173,  34.9465,2,  34.9560,2,    186.6,2,   185.9,2,   14.79,2,   17.88,2,    0.01,2,    1.28,2,   2.366,2,   1.263,2,   0.7290,2,  2131.2,3,  2309.0,2,   7.8391,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  10.7224,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000, -999.00,9, -999.00,9, -31.0790,  30.3428,-999.000,-999.000
33RR20090320,        I05,       1,          1,          1,          1,2,20090324,       0340,   -31.0777,    30.3437,        271,   242.1,  10.6362,  34.9371,2,  34.9525,2,    185.6,2,   185.6,2,   14.93,2,   18.03,2,    0.01,2,    1.29,2,   2.338,2,   1.259,2,   0.6470,2,  2152.9,2,  2309.5,2,   7.8381,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  10.6445,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000, -999.00,9, -999.00,9, -31.0772,  30.3440,-999.000,-999.000
33RR20090320,        I05,       2,          1,         22,         22,2,20090324,       0724,   -31.0922,    30.3592,        876,     2.9,  26.2159,  35.5454,2,  35.5483,2,    201.3,2,   203.0,2,    1.21,2,    0.00,2,    0.00,2,    0.05,2,   1.663,2,   1.011,2,   0.9750,2,  1997.1,6,  2322.4,2,   8.1738,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  26.2156,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   68.51,2,    4.23,2, -31.1148,  30.3355,-999.000,-999.000
33RR20090320,        I05,       2,          1,         21,         21,2,20090324,       0721,   -31.0922,    30.3592,        876,    27.9,  26.1779,  35.5390,2,  35.5404,2,    203.2,2,   202.8,2,    1.15,2,    0.00,2,    0.00,2,    0.05,2,   1.661,2,   1.018,2,   0.9870,2,  1997.2,2,  2322.2,2,   8.1731,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  26.1801,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   66.39,2,    3.97,2, -31.1131,  30.3371,-999.000,-999.000
33RR20090320,        I05,       2,          1,         20,         20,2,20090324,       0719,   -31.0922,    30.3592,        876,    53.0,  23.1020,  35.3872,2,  35.3890,2,    196.6,2,   194.8,2,    2.65,2,    1.10,2,    0.14,2,    0.22,2,   1.892,2,   1.132,2,   1.0210,2,  2032.5,2,  2316.5,2,   8.1022,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  23.1618,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   59.99,2,    5.51,2, -31.1117,  30.3383,-999.000,-999.000
33RR20090320,        I05,       2,          1,         19,         19,2,20090324,       0717,   -31.0922,    30.3592,        876,    77.2,  19.9552,  35.3986,2,  35.4000,2,    170.5,2,   159.2,2,    5.53,2,    7.03,2,    0.05,2,    0.56,2,   2.054,2,   1.198,2,   0.9000,2,  2084.0,2,  2318.3,2,   8.0042,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  19.9535,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   54.07,2,   10.19,2, -31.1102,  30.3396,-999.000,-999.000
33RR20090320,        I05,       2,          1,         18,         18,2,20090324,       0716,   -31.0922,    30.3592,        876,   102.6,  17.9153,  35.4115,2,  35.4131,2,    154.0,2,   153.1,2,    7.82,2,    9.76,2,    0.01,2,    0.72,2,   2.153,2,   1.237,2,   0.9620,2,  2108.7,2,  2320.8,2,   7.9576,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  17.9142,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   51.04,2,   12.70,2, -31.1089,  30.3407,-999.000,-999.000
33RR20090320,        I05,       2,          1,         17,         17,2,20090324,       0714,   -31.0922,    30.3592,        876,   126.7,  17.0733,  35.5278,2,  35.5277,2,    191.3,2,   196.3,2,    4.02,2,    5.25,2,    0.01,2,    0.47,2,   2.420,2,   1.398,2,   1.1580,2,  2089.7,2,  2325.3,2,   8.0065,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  17.0736,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   50.37,2,    8.10,2, -31.1075,  30.3419,-999.000,-999.000
33RR20090320,        I05,       2,          1,         16,         16,2,20090324,       0712,   -31.0922,    30.3592,        876,   152.9,  15.8169,  35.4001,2,  35.4052,2,    170.8,2,   171.0,2,    7.49,2,    9.94,2,    0.01,2,    0.74,2,   2.114,3,   1.337,3,   1.0380,3,  2118.3,2,  2323.4,2,   7.9402,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  15.8441,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   48.08,2,   12.35,2, -31.1063,  30.3430,-999.000,-999.000
33RR20090320,        I05,       2,          1,         15,         15,2,20090324,       0710,   -31.0922,    30.3592,        876,   178.0,  14.6159,  35.3022,2,  35.3103,2,    174.8,2,   175.6,2,    8.02,2,   11.51,2,    0.01,2,    0.84,2,   2.507,2,   1.402,2,   0.9060,2,  2125.7,2,  2320.0,2,   7.9168,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  14.6239,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   46.93,2,   14.49,2, -31.1050,  30.3442,-999.000,-999.000
33RR20090320,        I05,       2,          1,         14,         14,2,20090324,       0708,   -31.0922,    30.3592,        876,   202.6,  13.1787,  35.1842,2,  35.1868,2,    182.9,2,   185.3,2,    8.55,2,   13.22,2,    0.01,2,    0.95,2,   2.646,2,   1.454,2,   0.8930,2,  2134.1,2,  2314.4,2,   7.8928,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  13.1923,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   46.59,2,   15.64,2, -31.1037,  30.3455,-999.000,-999.000
33RR20090320,        I05,       2,          1,         13,         13,2,20090324,       0706,   -31.0922,    30.3592,        876,   227.8,  11.5601,  35.0271,2,  35.0301,2,    190.9,2,   194.2,2,    9.27,2,   15.39,2,    0.00,2,    1.08,2,   2.765,2,   1.481,2,   0.7300,2,  2141.2,2,  2309.0,2,   7.8666,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  11.5685,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   45.89,2,   17.66,2, -31.1025,  30.3466,-999.000,-999.000
33RR20090320,        I05,       2,          1,         12,         12,2,20090324,       0705,   -31.0922,    30.3592,        876,   251.4,  11.2809,  34.9918,2,  34.9948,2,    192.4,2,   194.8,2,    9.80,2,   16.02,2,    0.00,2,    1.13,2,   2.768,2,   1.464,2,   0.7320,2,  2141.4,2,  2305.9,2,   7.8598,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  11.2826,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   45.36,2,   18.70,2, -31.1014,  30.3476,-999.000,-999.000
33RR20090320,        I05,       2,          1,         11,         11,2,20090324,       0702,   -31.0922,    30.3592,        876,   301.0,  10.2800,  34.8858,2,  34.8882,2,    193.4,2,   193.6,2,   12.68,2,   18.24,2,    0.00,2,    1.27,2,   2.153,3,   1.350,3,   0.7200,3,  2149.9,2,  2298.7,3,   7.8345,2,    20.00,-999.000,9,-999.000,9,-999.000,9,  10.1918,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   44.32,2,   21.09,2, -31.1002,  30.3488,-999.000,-999.000
33RR20090320,        I05,       2,          1,         10,         10,2,20090324,       0700,   -31.0922,    30.3592,        876,   350.5,   9.1780,  34.7893,2,  34.7856,2,    188.4,2,   187.9,2,   18.54,2,   21.29,2,    0.00,2,    1.49,2,   2.274,2,   1.171,2,   0.5550,2,  2164.6,2,  2306.3,2,   7.7999,2,    20.00,-999.000,9,-999.000,9,-999.000,9,   9.0711,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   44.32,2,   23.87,2, -31.0992,  30.3499,-999.000,-999.000
33RR20090320,        I05,       2,          1,          9,          9,2,20090324,       0658,   -31.0922,    30.3592,        876,   395.8,   8.1452,  34.6942,4,  34.7285,2,    186.7,2,   183.7,2,   21.83,2,   23.04,2,    0.00,2,    1.61,2,   1.783,3,   1.037,3,   0.5440,3,  2172.1,2,  2306.1,2,   7.7789,2,    20.00,-999.000,9,-999.000,9,-999.000,9,   8.3014,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   43.96,2,   25.17,2, -31.0983,  30.3510,-999.000,-999.000
33RR20090320,        I05,       2,          1,          8,          8,2,20090324,       0655,   -31.0922,    30.3592,        876,   430.8,   7.2626,  34.6184,2,  34.6233,2,    177.3,2,   173.1,2,   28.71,2,   26.64,2,    0.00,2,    1.88,2,   1.651,2,   0.808,2,   0.2700,2,  2189.2,2,  2305.1,2,   7.7331,2,    20.00,-999.000,9,-999.000,9,-999.000,9,   7.2683,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   43.83,2,   28.13,2, -31.0975,  30.3519,-999.000,-999.000
33RR20090320,        I05,       2,          1,          7,          7,2,20090324,       0653,   -31.0922,    30.3592,        876,   463.0,   6.7425,  34.5719,2,  34.5831,2,    171.1,2,   171.8,2,   31.22,2,   27.78,2,    0.00,2,    1.95,2,   1.347,3,   0.710,3,   0.3050,3,  2195.2,2,  2306.1,2,   7.7184,2,    20.00,-999.000,9,-999.000,9,-999.000,9,   6.7475,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   43.08,2,   29.34,2, -31.0970,  30.3527,-999.000,-999.000
33RR20090320,        I05,       2,          1,          6,          6,2,20090324,       0650,   -31.0922,    30.3592,        876,   531.4,   6.3919,  34.5716,2,  34.5745,2,    166.5,2,   166.5,2,   35.72,2,   29.02,2,    0.00,2,    2.04,2,   1.197,3,   0.641,3,   0.2500,3,  2205.0,2,  2309.9,2,   7.7016,2,    20.00,-999.000,9,-999.000,9,-999.000,9,   6.3856,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   42.74,2,   30.72,2, -31.0964,  30.3537,-999.000,-999.000
33RR20090320,        I05,       2,          1,          5,          5,2,20090324,       0647,   -31.0922,    30.3592,        876,   602.7,   6.1699,  34.5815,2,  34.5796,2,    158.2,2,   159.9,2,   40.03,2,   30.01,2,    0.00,2,    2.12,2,   0.945,3,   0.547,3,   0.3100,3,  2213.0,2,  2313.2,2,   7.6870,2,    20.00,-999.000,9,-999.000,9,-999.000,9,   6.1694,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   42.70,2,   31.85,2, -31.0956,  30.3547,-999.000,-999.000
33RR20090320,        I05,       2,          1,          4,          4,2,20090324,       0644,   -31.0922,    30.3592,        876,   678.4,   5.5652,  34.5650,2,  34.5657,2,    156.6,2,   157.1,2,   46.35,2,   31.26,2,    0.00,2,    2.23,2,   0.774,3,   0.443,3,   0.2430,3,  2224.2,2,  2318.9,2,   7.6704,2,    20.00,-999.000,9,-999.000,9,-999.000,9,   5.5639,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   42.46,2,   32.44,2, -31.0948,  30.3558,-999.000,-999.000
33RR20090320,        I05,       2,          1,          3,          3,2,20090324,       0641,   -31.0922,    30.3592,        876,   742.5,   5.0479,  34.5563,2,  34.5602,2,    156.4,2,   155.9,2,   51.88,2,   32.21,2,    0.00,2,    2.31,2,   0.732,3,   0.366,3,   0.1040,3,  2232.5,2,  2322.6,2,   7.6589,2,    20.00,-999.000,9,-999.000,9,-999.000,9,   5.0524,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   42.15,2,   34.16,2, -31.0941,  30.3568,-999.000,-999.000
33RR20090320,        I05,       2,          1,          2,          2,2,20090324,       0637,   -31.0922,    30.3592,        876,   805.5,   4.7515,  34.5547,2,  34.5557,2,    156.1,2,   156.7,2,   54.22,2,   32.54,2,    0.00,2,    2.30,2,   0.637,3,   0.348,3,   0.0850,3,  2234.8,2,  2322.6,2,   7.6549,2,    20.00,-999.000,9,-999.000,9,-999.000,9,   4.7527,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   41.47,2,   34.49,2, -31.0932,  30.3580,-999.000,-999.000
33RR20090320,        I05,       2,          1,          1,          1,2,20090324,       0634,   -31.0922,    30.3592,        876,   866.1,   4.4784,  34.5627,2,  34.5645,2,    155.6,2,   156.3,2,   57.97,2,   33.01,2,    0.00,2,    2.34,2,   0.566,3,   0.296,3,   0.0800,3,  2240.3,6,  2325.5,2,   7.6499,2,    20.00,-999.000,9,-999.000,9,-999.000,9,   4.4800,2,-999.000,9, -999.00,9, -999.00,-999.000,9,-999.000,   40.63,2,   34.52,2, -31.0921,  30.3593,-999.000,-999.000
33RR20090320,        I05,       3,          2,         23,         23,2,20090324,       1246,   -31.0993,    30.3777,       1219,     3.4,  26.5085,  35.4698,2,  35.4705,2,    202.2,2,   202.9,2,    1.78,2,    0.00,2,    0.00,2,    0.05,2,   1.305,3,   0.983,3,   1.0730,3,  1992.8,6,  2324.0,2,   8.1768,2,    20.00,   0.578,2,   1.779,2,  -1.269,2,  26.5024,2,-999.000,9, -999.00,9, -999.00,   7.116,2,   0.016, -999.00,9, -999.00,9, -31.1266,  30.3434,   0.001,   0.207
