BOTTLE,20120305CCHDOSIOCBG
# added line names under SECT_ID and all comments below
#BOTTLE,20100602ACECRC
# NOTE: all data here are finalised
# The data originators (ACE CRC, Australia for CTD data and bottle data other than CFC's;
#  Mark Warner, University of Washington for CFC data) should be acknowledged in any publication,
#  including internal reports, published reports, journal articles, presentations etc.
# The following reference can be used for the data:
#  Rosenberg, M. and Rintoul, S. (unpublished) Aurora Australis Marine Science Cruise AU0803 and
#   AU0806 - oceanographic field measurements and analysis. ACECRC, Hobart, unpublished report.
# contact: Mark Rosenberg, mark.rosenberg@utas.edu.au
EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BTLNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CFC-11,CFC-11_FLAG_W,CFC-12,CFC-12_FLAG_W,CFC113,CFC113_FLAG_W,FLUOR,FLUOR_FLAG_W,PAR,PAR_FLAG_W
  09AR20071216,    PULSE,     1,  1,      3,      3,2,20071217,0615,-44.8797, 145.5405, 3527,   2599.0,   1.9258,  34.7346,2,  34.7369,2,   182.35,2,   182.33,2,    101.7,2,    31.62,2,     2.24,2,   0.0081,2,   0.0050,2,   0.0000,2,   -0.026,2,    0.001,2
  09AR20071216,    PULSE,     1,  1,      2,      2,2,20071217,0615,-44.8797, 145.5405, 3527,   2802.3,   1.7006,  34.7354,2,  34.7376,2,   187.04,2,   186.88,2,    107.9,2,    31.53,2,     2.23,2,   0.0028,2,   0.0005,2,   0.0000,2,   -0.027,2,    0.001,2
  09AR20071216,    PULSE,     1,  1,      1,      1,2,20071217,0615,-44.8797, 145.5405, 3527,   3003.6,   1.5462,  34.7327,2,  34.7353,2,   189.99,2,   190.44,2,   -999.0,9,  -999.00,9,  -999.00,9,   0.0060,6,   0.0053,6,   0.0000,6,   -0.029,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     24,     24,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.1,   2.3487,  34.6582,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.026,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     23,     23,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.4,   2.3477,  34.6587,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     22,     22,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.2,   2.3475,  34.6589,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     21,     21,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.3,   2.3456,  34.6593,2,  34.6584,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     20,     20,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.4,   2.3452,  34.6593,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.026,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     19,     19,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.9,   2.3460,  34.6592,2,  34.6580,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     18,     18,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.1,   2.3462,  34.6592,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     17,     17,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.2,   2.3458,  34.6593,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.029,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     16,     16,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.9,   2.3459,  34.6593,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.026,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     15,     15,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.1,   2.3450,  34.6596,2,  34.6584,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.026,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     14,     14,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.9,   2.3451,  34.6596,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.024,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     13,     13,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.7,   2.3456,  34.6594,2,  34.6586,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     12,     12,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.8,   2.3455,  34.6595,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.024,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     11,     11,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.6,   2.3454,  34.6594,2,  34.6587,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,     10,     10,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.6,   2.3454,  34.6594,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.021,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,      9,      9,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.5,   2.3452,  34.6595,2,  34.6584,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,      8,      8,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.5,   2.3451,  34.6595,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,      7,      7,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.6,   2.3450,  34.6595,2,  34.6587,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.023,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,      6,      6,2,20071219,0218,-53.7485, 141.8280, 2433,   1000.6,   2.3449,  34.6596,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,      5,      5,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.2,   2.3444,  34.6598,2,  34.6593,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,      4,      4,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.0,   2.3445,  34.6597,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.030,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,      3,      3,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.3,   2.3443,  34.6598,2,  34.6591,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,      2,      2,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.2,   2.3450,  34.6598,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.020,2,    0.001,2
  09AR20071216,     SAZC,     2,  1,      1,      1,2,20071219,0218,-53.7485, 141.8280, 2433,   1001.3,   2.3446,  34.6598,2,  34.6593,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     24,     24,2,20071219,0352,-53.7568, 141.8592, 2962,   1000.4,   2.3556,  34.6526,2,  34.6513,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3422,2,   0.1662,2,   0.0234,2,   -0.028,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     23,     23,2,20071219,0352,-53.7568, 141.8592, 2962,   1000.5,   2.3558,  34.6525,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.029,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     22,     22,2,20071219,0352,-53.7568, 141.8592, 2962,   1000.2,   2.3558,  34.6524,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     21,     21,2,20071219,0352,-53.7568, 141.8592, 2962,   1000.2,   2.3558,  34.6525,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     20,     20,2,20071219,0352,-53.7568, 141.8592, 2962,    999.8,   2.3562,  34.6520,2,  34.6501,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3441,2,   0.1679,2,   0.0214,2,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     19,     19,2,20071219,0352,-53.7568, 141.8592, 2962,    999.1,   2.3567,  34.6515,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.029,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     18,     18,2,20071219,0352,-53.7568, 141.8592, 2962,    998.5,   2.3563,  34.6519,2,  34.6505,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3478,2,   0.1687,2,   0.0000,3,   -0.024,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     17,     17,2,20071219,0352,-53.7568, 141.8592, 2962,    997.9,   2.3562,  34.6521,2,  34.6501,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     16,     16,2,20071219,0352,-53.7568, 141.8592, 2962,    998.0,   2.3560,  34.6521,2,  34.6505,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3380,2,   0.1644,2,   0.0169,2,   -0.026,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     15,     15,2,20071219,0352,-53.7568, 141.8592, 2962,    998.0,   2.3561,  34.6521,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     14,     14,2,20071219,0352,-53.7568, 141.8592, 2962,    998.0,   2.3559,  34.6523,2,  34.6511,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3360,2,   0.1644,2,   0.0231,2,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     13,     13,2,20071219,0352,-53.7568, 141.8592, 2962,    998.4,   2.3558,  34.6524,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     12,     12,2,20071219,0352,-53.7568, 141.8592, 2962,    998.8,   2.3557,  34.6526,2,  34.6517,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3385,2,   0.1732,2,   0.0245,2,   -0.028,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     11,     11,2,20071219,0352,-53.7568, 141.8592, 2962,    999.2,   2.3556,  34.6527,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,     10,     10,2,20071219,0352,-53.7568, 141.8592, 2962,    999.4,   2.3558,  34.6525,2,  34.6517,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3423,2,   0.1664,2,   0.0000,3,   -0.024,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,      9,      9,2,20071219,0352,-53.7568, 141.8592, 2962,    999.2,   2.3557,  34.6525,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.030,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,      8,      8,2,20071219,0352,-53.7568, 141.8592, 2962,    999.3,   2.3557,  34.6525,2,  34.6517,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3379,2,   0.1670,2,   0.0197,2,   -0.028,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,      7,      7,2,20071219,0352,-53.7568, 141.8592, 2962,    999.1,   2.3556,  34.6526,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,      6,      6,2,20071219,0352,-53.7568, 141.8592, 2962,    999.1,   2.3554,  34.6527,2,  34.6517,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3398,6,   0.1666,6,   0.0130,6,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,      5,      5,2,20071219,0352,-53.7568, 141.8592, 2962,    999.1,   2.3555,  34.6526,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.025,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,      4,      4,2,20071219,0352,-53.7568, 141.8592, 2962,    999.3,   2.3557,  34.6525,2,  34.6517,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,   0.3361,6,   0.1630,6,   0.0222,6,   -0.024,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,      3,      3,2,20071219,0352,-53.7568, 141.8592, 2962,   1000.0,   2.3552,  34.6529,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.027,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,      2,      2,2,20071219,0352,-53.7568, 141.8592, 2962,   1000.5,   2.3549,  34.6533,2,  34.6523,2,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.026,2,    0.001,2
  09AR20071216,     SAZC,     3,  1,      1,      1,2,20071219,0352,-53.7568, 141.8592, 2962,   1000.6,   2.3549,  34.6535,2,-999.0000,9,  -999.00,5,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   -0.026,2,    0.001,2
  09AR20071216,  CEAMARC,     4,  1,     24,     24,2,20071222,2313,-66.0047, 142.6593,  443,      3.5,  -0.6745,  34.2444,2,-999.0000,9,   380.79,2,   380.78,2,     54.4,2,    25.20,3,     1.43,2,   5.6575,3,   2.8584,3,   0.5975,3,    3.201,2,    3.771,2
  09AR20071216,  CEAMARC,     4,  1,     23,     23,2,20071222,2313,-66.0047, 142.6593,  443,     24.3,  -1.0094,  34.3716,2,-999.0000,9,   368.39,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   13.344,2,    1.901,2
  09AR20071216,  CEAMARC,     4,  1,     22,     22,2,20071222,2313,-66.0047, 142.6593,  443,     24.3,  -1.0098,  34.3719,2,-999.0000,9,   368.39,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,   13.178,2,    1.903,2
  09AR20071216,  CEAMARC,     4,  1,     21,     21,2,20071222,2313,-66.0047, 142.6593,  443,     24.4,  -1.0061,  34.3688,2,  34.3703,2,   368.39,2,   367.78,2,     59.2,2,    26.74,3,     1.62,2,   6.6270,2,   3.1344,2,   0.6382,2,   12.981,2,    1.900,2
  09AR20071216,  CEAMARC,     4,  1,     20,     20,2,20071222,2313,-66.0047, 142.6593,  443,     48.8,  -1.5142,  34.4402,2,-999.0000,9,   339.06,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    3.112,2,    0.490,2
  09AR20071216,  CEAMARC,     4,  1,     19,     19,2,20071222,2313,-66.0047, 142.6593,  443,     48.7,  -1.5291,  34.4415,2,  34.4417,2,   339.06,2,   339.21,2,     69.4,2,    29.56,3,     1.94,2,   5.6992,2,   2.7337,2,   0.6145,2,    2.798,2,    0.507,2
  09AR20071216,  CEAMARC,     4,  1,     18,     18,2,20071222,2313,-66.0047, 142.6593,  443,     75.0,  -1.7281,  34.4696,2,-999.0000,9,   321.75,2,  -999.00,9,   -999.0,9,  -999.00,9,  -999.00,9,-999.0000,9,-999.0000,9,-999.0000,9,    0.382,2,    0.001,2
  09AR20071216,  CEAMARC,     4,  1,     17,     17,2,20071222,2313,-66.0047, 142.6593,  443,     74.9,  -1.7254,  34.4713,2,  34.4720,2,   321.07,2,   321.29,2,     74.5,2,    30.76,3,     2.06,2,-999.0000,9,-999.0000,9,-999.0000,9,    0.391,2,    0.001,2
