BOTTLE,20160220CCHSIOCBG
# removed leg 2 stations 127 - 250
# changed flag to 9 for fill value at 73-2-19-19, 122-1-7-7, and 122-1-5-37 for DELC14
# BOTTLE,20160211PRINUNIVRMK
# 12/17/15 revised H3 data from Jenkins 
# 9/18/14 Added Jenkins tritium data 
# 9/17/14 Added Jenkins helium and neon data after averaging one duplicate 
# BOTTLE,20120509CCHDOSIOCBG 
# code : Justin Fields merge_exchange.rb  
# original HYD file: /data/co2clivar/pacific/p06/p06_318M20091121/original/2012.05.09_DOC_cberys/processing/exchange/orig_hy1.csv  2012-05-09 
#  merged DOC  
# BOTTLE,20110720CCHDOSIOCBG 
#  CHLORA units changed from 'UG/KG' to 'UGM/L' 
# BOTTLE,20110718CCHDOSIOCBG 
# code : Justin Fields merge_exchange.rb  
# original HYD file: /data/co2clivar/pacific/p06/p06_318M20091121/original/2011.07.18_talk-ph_cberys/original_hy1.csv  2011-07-18 
#  merged TCARBN  
# BOTTLE,20110610CCHDOSIOCBG 
# code : Justin Fields merge_exchange.rb 
# original HYD file: /data/co2clivar/pacific/p06/p06_318M20091121/original/201106006_p06_2009_ph-cfc_merge_cberys/p06_original_merged_hy1.csv  2011-06- 
#  merged ALKALI, PH, SF6, CFC-12, CFC-11  
# BOTTLE,20100913CCHDOSIOCBG 
# code: copy_exchange_bot.rb (J. Fields) 
# citations added by A. Barna 
# BOTTLE,20100308DBK 
# BOTTLE,20100210ODF 
#  Data provided by: 
#  PARAMETER/PROGRAM        Affiliation    PI               email 
#  -----------------------  -------------  ---------------  ------------------------------- 
#  CTDO/Rosette, NUTs, O2,  UCSD/SIO       James H. Swift   jswift@ucsd.edu 
#    SAL, Data Processing 
#  CO2-Alkalinity, pH       UM/RSMAS       Frank Millero    fmillero@rsmas.miami.edu 
#  CO2-DIC/Underway pCO2    NOAA/AOML      Rik Wanninkhof   Rik.Wanninkhof@noaa.gov 
#  CFCs                     UM/RSMAS       Rana Fine        rfine@rsmas.miami.edu 
#                           U. Washington  Mark War         nermwarner@ocean.washington.edu 
#  Helium/Tritium           WHOI           William Jenkins  wjenkins@whoi.edu 
#  DOC/TDN                  UM/RSMAS       Craig Carlson    carlson@lifesci.ucsb.edu 
#  13C/14C                  WHOI           Ann McNichol     amcnichol@whoi.edu 
#                           Princeton      Robert Key       key@Princeton.EDU 
#  Trace Elements           UHawaii        Chris Measures   chrism@soest.hawaii.edu 
#    (Leg 1 only)           FSU            Bill Landing     landing@ocean.fsu.edu 
#  ADCP/LADCP               UHawaii        Eric Firing      efiring@soest.hawaii.edu 
#  APEX and Iridium Floats  CSIRO          Anne Thresher    Ann.Thresher@csiro.au 
#  Transmissometer          TAMU           Wilf Gardner     wgardner@tamu.edu 
#  CDOM                     UCSB           Norm Nelson      norm@icess.ucsb.edu 
#                           UCSB           Craig Carlson    carlson@lifesci.ucsb.edu 
#  Isotopic Composition of  U. Mass.       Mark Altabet     maltabet@umassd.edu 
#    Nitrate 
#  Following American Geophysical Union recommendations, 
#  the data should be cited as: data provider(s), cruise name  
#  or cruise ID, data file name(s) CLIVAR and Carbon Hydrographic 
#  Data Office, La Jolla, CA USA," and data file date. For further 
#  information", please contact one of the parties listed above or 
#  cchdo@ucsd.edu. Users are also requested to acknowledge the 
#  NSF/NOAA-funded U.S. Repeat Hydrography Program in publications 
#  resulting from their use. 
  318M20091121,   P06,     1,  1,     28,     28,2,20091122,0417,-30.0900, 153.4800,   88,     18.1,  21.2083,  35.3744,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  21.2048,  21.1363,3
  318M20091121,   P06,     1,  1,     27,     27,2,20091122,0417,-30.0900, 153.4800,   88,     18.1,  21.2741,  35.3618,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  21.2706,  21.2700,2
  318M20091121,   P06,     1,  1,     25,     25,2,20091122,0416,-30.0900, 153.4800,   88,     18.3,  21.2798,  35.3583,  35.3534,2,    212.7,2,    213.1,2,     1.00,2,     1.63,2,     0.04,2,     0.24,2,    2.025,2,    1.241,2,    0.083,2,     -999,5,   -999.0,9,   2317.3,2,   8.0190,3,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  21.2763,  21.2954,3
  318M20091121,   P06,     1,  1,     29,     29,2,20091122,0417,-30.0900, 153.4800,   88,     18.4,  21.1077,  35.3941,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  21.1042,  21.1778,3
  318M20091121,   P06,     1,  1,     21,     21,2,20091122,0413,-30.0900, 153.4800,   88,     33.0,  18.6068,  35.5441,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.6010,  18.6011,2
  318M20091121,   P06,     1,  1,     19,     19,2,20091122,0413,-30.0900, 153.4800,   88,     33.2,  18.6084,  35.5439,  35.5434,2,    171.6,2,    172.5,2,     2.19,2,     7.69,2,     0.03,2,     0.59,2,    2.536,4,    1.282,2,    0.036,2,     -999,5,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.6026,  18.6059,2
  318M20091121,   P06,     1,  1,     24,     24,2,20091122,0414,-30.0900, 153.4800,   88,     33.3,  18.6114,  35.5440,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.6055,  18.6113,2
  318M20091121,   P06,     1,  1,     22,     22,2,20091122,0414,-30.0900, 153.4800,   88,     33.3,  18.6098,  35.5446,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.6039,  18.6085,2
  318M20091121,   P06,     1,  1,     20,     20,2,20091122,0413,-30.0900, 153.4800,   88,     33.3,  18.6051,  35.5440,  35.5430,2,    171.6,2,    172.2,2,     2.21,2,     7.41,2,     0.03,2,     0.58,2,    2.184,2,    1.296,2,    0.036,2,     -999,5,   2085.5,3,   2327.3,2,-999.0000,5,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.5992,  18.6034,2
  318M20091121,   P06,     1,  1,     23,     23,2,20091122,0414,-30.0900, 153.4800,   88,     33.3,  18.6104,  35.5445,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.6045,  18.6100,2
  318M20091121,   P06,     1,  1,     14,     14,2,20091122,0410,-30.0900, 153.4800,   88,     47.7,  18.1944,  35.5714,  35.5705,2,    179.0,2,    180.2,2,     1.96,2,     7.35,2,     0.01,2,     0.54,2,    2.269,2,    1.353,2,    0.038,2,     -999,5,   -999.0,9,   2328.0,2,   7.9407,3,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.1861,  18.1884,2
  318M20091121,   P06,     1,  1,     15,     15,2,20091122,0410,-30.0900, 153.4800,   88,     48.0,  18.1930,  35.5713,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.1847,  18.1869,2
  318M20091121,   P06,     1,  1,     18,     18,2,20091122,0410,-30.0900, 153.4800,   88,     48.3,  18.1726,  35.5712,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.1642,  18.1724,2
  318M20091121,   P06,     1,  1,     17,     17,2,20091122,0410,-30.0900, 153.4800,   88,     48.3,  18.1771,  35.5714,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.1687,  18.1752,2
  318M20091121,   P06,     1,  1,     13,     13,2,20091122,0409,-30.0900, 153.4800,   88,     48.5,  18.1886,  35.5712,  35.5699,2,    179.0,2,    180.8,2,     1.94,2,     7.37,2,     0.01,2,     0.54,2,    2.275,2,    1.355,2,    0.037,2,     -999,5,   2082.1,2,   2328.5,2,   7.9258,4,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.1802,  18.1901,2
  318M20091121,   P06,     1,  1,     16,     16,2,20091122,0410,-30.0900, 153.4800,   88,     48.6,  18.1781,  35.5709,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.1697,  18.1818,2
  318M20091121,   P06,     1,  1,     11,     11,2,20091122,0407,-30.0900, 153.4800,   88,     63.1,  18.0329,  35.5782,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.0220,  18.0314,2
  318M20091121,   P06,     1,  1,     10,     10,2,20091122,0407,-30.0900, 153.4800,   88,     63.5,  18.0330,  35.5782,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.0221,  18.0318,2
  318M20091121,   P06,     1,  1,      8,      8,2,20091122,0406,-30.0900, 153.4800,   88,     63.5,  18.0320,  35.5783,  35.5764,2,    182.6,2,    184.5,2,     1.92,2,     7.01,2,     0.01,2,     0.51,2,    2.342,2,    1.332,2,    0.038,2,     -999,5,   2080.0,2,   2327.5,2,   7.9375,3,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.0211,  18.0318,2
  318M20091121,   P06,     1,  1,      9,      9,2,20091122,0406,-30.0900, 153.4800,   88,     63.6,  18.0323,  35.5782,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.0214,  18.0315,2
  318M20091121,   P06,     1,  1,      7,      7,2,20091122,0406,-30.0900, 153.4800,   88,     63.7,  18.0276,  35.5779,  35.5778,2,    182.6,2,    184.8,2,     1.70,2,     6.99,2,     0.01,2,     0.51,2,    2.317,2,    1.289,2,    0.038,2,     -999,5,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.0166,  18.0284,2
  318M20091121,   P06,     1,  1,     12,     12,2,20091122,0407,-30.0900, 153.4800,   88,     63.9,  18.0299,  35.5780,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  18.0189,  18.0304,2
  318M20091121,   P06,     1,  1,      6,      6,2,20091122,0402,-30.0900, 153.4800,   88,     78.2,  17.4626,  35.5469,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  17.4494,  17.3556,3
  318M20091121,   P06,     1,  1,      5,      5,2,20091122,0402,-30.0900, 153.4800,   88,     78.9,  17.4491,  35.5460,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  17.4358,  17.4496,2
  318M20091121,   P06,     1,  1,      2,      2,2,20091122,0401,-30.0900, 153.4800,   88,     79.0,  17.5069,  35.5479,  35.5519,2,    187.4,2,    189.6,2,     1.89,2,     7.10,2,     0.01,2,     0.53,2,    3.001,4,    1.740,4,    0.062,2,     -999,5,   2080.6,2,   2327.5,2,   7.9244,3,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  17.4936,  17.4898,3
  318M20091121,   P06,     1,  1,      4,      4,2,20091122,0402,-30.0900, 153.4800,   88,     79.2,  17.3904,  35.5420,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  17.3771,  17.4342,3
  318M20091121,   P06,     1,  1,      1,      1,2,20091122,0401,-30.0900, 153.4800,   88,     79.2,  17.4662,  35.5477,  35.5523,3,    187.4,2,    188.4,2,     1.87,2,     7.13,2,     0.01,2,     0.54,2, -999.000,5, -999.000,5, -999.000,1,     -999,5,   -999.0,9,   2328.1,2,   7.8609,4,    25.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  17.4529,  17.5099,3
  318M20091121,   P06,     1,  1,      3,      3,2,20091122,0402,-30.0900, 153.4800,   88,     79.3,  17.4044,  35.5432,-999.0000,9,   -999.0,9,   -999.0,9,  -999.00,9,  -999.00,9,  -999.00,9,  -999.00,9, -999.000,9, -999.000,9, -999.000,9,     -999,9,   -999.0,9,   -999.0,9,-999.0000,9,  -999.00,   -999.0,9, -999.000,9, -999.000,-999.0000,9,-999.0000,  -999.00,9,  -999.00, -999.000,9, -999.000,   -999.0,   9,   -999.0,  -999.00,9,  17.3911,  17.4187,3
